date,All-Transactions House Price Index,msa_state,city,title,id,frequency,seasonal_adjustment
2004-10-01,151.04,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2005-01-01,151.92,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2005-04-01,153.62,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2005-07-01,154.92,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2005-10-01,155.9,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2006-01-01,156.45,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2006-04-01,155.98,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2006-07-01,156.06,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2006-10-01,157.86,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2007-01-01,158.11,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2007-04-01,157.79,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2007-07-01,156.16,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2007-10-01,156.18,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2008-01-01,156.71,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2008-04-01,154.95,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2008-07-01,151.39,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2008-10-01,151.76,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2009-01-01,153.6,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2009-04-01,150.84,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2009-07-01,147.41,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2009-10-01,148.02,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2010-01-01,146.93,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2010-04-01,146.43,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2010-07-01,147.52,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2010-10-01,147.08,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2011-01-01,142.49,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2011-04-01,141.06,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2011-07-01,142.57,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2011-10-01,143.09,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2012-01-01,142.03,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2012-04-01,141.42,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2012-07-01,142.12,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2012-10-01,141.73,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2013-01-01,141.31,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2013-04-01,141.39,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2013-07-01,141.6,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2013-10-01,140.87,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2014-01-01,142,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2014-04-01,144.36,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2014-07-01,145.55,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2014-10-01,146.59,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2015-01-01,148.03,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2015-04-01,149.24,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2015-07-01,151.15,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2015-10-01,151.7,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2016-01-01,152.21,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2016-04-01,155.24,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2016-07-01,157.86,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2016-10-01,158.15,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2017-01-01,159.24,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2017-04-01,163.58,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2017-07-01,166.25,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2017-10-01,166.74,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2018-01-01,169.76,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2018-04-01,173.33,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2018-07-01,174.99,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2018-10-01,176.23,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2019-01-01,178.49,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2019-04-01,181.65,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2019-07-01,184.62,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2019-10-01,185.89,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2020-01-01,188.87,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2020-04-01,190.62,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2020-07-01,195.07,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2020-10-01,198.99,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2021-01-01,202.99,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2021-04-01,212.59,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
2021-07-01,224.09,OH,Cincinnati,"All-Transactions House Price Index for Cincinnati, OH-KY-IN (MSA)",ATNHPIUS17140Q,Quarterly,Not Seasonally Adjusted
1986-10-01,79.07,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
1987-01-01,81.49,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
1987-04-01,81.36,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
1987-07-01,83.98,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
1987-10-01,80.47,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
1988-01-01,86.23,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
1988-04-01,87.35,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
1988-07-01,86.47,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
1988-10-01,88.32,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
1989-01-01,86.15,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
1989-04-01,89.48,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
1989-07-01,88.88,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
1989-10-01,87.35,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
1990-01-01,90.71,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
1990-04-01,88.67,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
1990-07-01,89.15,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
1990-10-01,87.96,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
1991-01-01,89.13,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
1991-04-01,89.73,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
1991-07-01,89.44,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
1991-10-01,87.24,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
1992-01-01,89.14,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
1992-04-01,91.76,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
1992-07-01,93.19,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
1992-10-01,93.02,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
1993-01-01,93.21,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
1993-04-01,94.12,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
1993-07-01,96.26,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
1993-10-01,95.66,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
1994-01-01,97.04,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
1994-04-01,98.88,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
1994-07-01,97.89,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
1994-10-01,99.41,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
1995-01-01,100.00,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
1995-04-01,101.7,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
1995-07-01,103.88,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
1995-10-01,106.53,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
1996-01-01,107.5,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
1996-04-01,107.67,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
1996-07-01,109.57,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
1996-10-01,110.89,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
1997-01-01,112.19,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
1997-04-01,113.33,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
1997-07-01,115.64,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
1997-10-01,118.31,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
1998-01-01,120.41,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
1998-04-01,121.15,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
1998-07-01,122.99,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
1998-10-01,125.02,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
1999-01-01,126.98,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
1999-04-01,128.57,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
1999-07-01,129.14,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
1999-10-01,132.42,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
2000-01-01,133.34,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
2000-04-01,136.17,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
2000-07-01,139.38,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
2000-10-01,141.85,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
2001-01-01,146.53,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
2001-04-01,146.8,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
2001-07-01,148.73,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
2001-10-01,150.68,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
2002-01-01,151.81,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
2002-04-01,153.18,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
2002-07-01,155.79,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
2002-10-01,158.07,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
2003-01-01,157.78,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
2003-04-01,159.93,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
2003-07-01,160.79,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
2003-10-01,162.29,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
2004-01-01,164.55,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
2004-04-01,164.51,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
2004-07-01,168.23,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
2004-10-01,172.78,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
2005-01-01,174.02,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
2005-04-01,173.95,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
2005-07-01,177.46,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
2005-10-01,184.65,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
2006-01-01,184.53,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
2006-04-01,185.53,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
2006-07-01,187.25,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
2006-10-01,193.09,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
2007-01-01,192.87,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
2007-04-01,194.44,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
2007-07-01,192.28,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
2007-10-01,195.79,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
2008-01-01,197.6,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
2008-04-01,190.98,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
2008-07-01,186.68,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
2008-10-01,184.61,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
2009-01-01,187.72,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
2009-04-01,178.24,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
2009-07-01,175.13,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
2009-10-01,172.38,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
2010-01-01,162.18,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
2010-04-01,159.96,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
2010-07-01,158.09,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
2010-10-01,158.6,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
2011-01-01,150.96,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
2011-04-01,140.52,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
2011-07-01,141.9,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
2011-10-01,142.88,GA,Gainesville,"All-Transactions House Price Index for Gainesville, GA (MSA)",ATNHPIUS23580Q,Quarterly,Not Seasonally Adjusted
