date,Combined Violent and Property Crime Offenses,msa_state,city,county,state,title,id,frequency,seasonal_adjustment
2012-01-01,3616.0,FL,Punta Gorda,Charlotte County,FL,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Charlotte County, FL",FBITC012015,Annual,Not Seasonally Adjusted
2013-01-01,3482.0,FL,Punta Gorda,Charlotte County,FL,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Charlotte County, FL",FBITC012015,Annual,Not Seasonally Adjusted
2014-01-01,2912.0,FL,Punta Gorda,Charlotte County,FL,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Charlotte County, FL",FBITC012015,Annual,Not Seasonally Adjusted
2015-01-01,2685.0,FL,Punta Gorda,Charlotte County,FL,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Charlotte County, FL",FBITC012015,Annual,Not Seasonally Adjusted
2016-01-01,2835.0,FL,Punta Gorda,Charlotte County,FL,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Charlotte County, FL",FBITC012015,Annual,Not Seasonally Adjusted
2017-01-01,2411.0,FL,Punta Gorda,Charlotte County,FL,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Charlotte County, FL",FBITC012015,Annual,Not Seasonally Adjusted
2018-01-01,2113.0,FL,Punta Gorda,Charlotte County,FL,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Charlotte County, FL",FBITC012015,Annual,Not Seasonally Adjusted
2019-01-01,2134.0,FL,Punta Gorda,Charlotte County,FL,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Charlotte County, FL",FBITC012015,Annual,Not Seasonally Adjusted
2020-01-01,1654.0,FL,Punta Gorda,Charlotte County,FL,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Charlotte County, FL",FBITC012015,Annual,Not Seasonally Adjusted
2004-01-01,1649.0,OH,Cincinnati,Clermont County,OH,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Clermont County, OH",FBITC039025,Annual,Not Seasonally Adjusted
2005-01-01,1742.0,OH,Cincinnati,Clermont County,OH,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Clermont County, OH",FBITC039025,Annual,Not Seasonally Adjusted
2006-01-01,1884.0,OH,Cincinnati,Clermont County,OH,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Clermont County, OH",FBITC039025,Annual,Not Seasonally Adjusted
2007-01-01,1816.0,OH,Cincinnati,Clermont County,OH,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Clermont County, OH",FBITC039025,Annual,Not Seasonally Adjusted
2008-01-01,1849.0,OH,Cincinnati,Clermont County,OH,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Clermont County, OH",FBITC039025,Annual,Not Seasonally Adjusted
2009-01-01,1738.0,OH,Cincinnati,Clermont County,OH,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Clermont County, OH",FBITC039025,Annual,Not Seasonally Adjusted
2010-01-01,1891.0,OH,Cincinnati,Clermont County,OH,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Clermont County, OH",FBITC039025,Annual,Not Seasonally Adjusted
2011-01-01,2243.0,OH,Cincinnati,Clermont County,OH,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Clermont County, OH",FBITC039025,Annual,Not Seasonally Adjusted
2012-01-01,1837.0,OH,Cincinnati,Clermont County,OH,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Clermont County, OH",FBITC039025,Annual,Not Seasonally Adjusted
2013-01-01,1934.0,OH,Cincinnati,Clermont County,OH,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Clermont County, OH",FBITC039025,Annual,Not Seasonally Adjusted
2014-01-01,1705.0,OH,Cincinnati,Clermont County,OH,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Clermont County, OH",FBITC039025,Annual,Not Seasonally Adjusted
2015-01-01,1375.0,OH,Cincinnati,Clermont County,OH,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Clermont County, OH",FBITC039025,Annual,Not Seasonally Adjusted
2016-01-01,1464.0,OH,Cincinnati,Clermont County,OH,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Clermont County, OH",FBITC039025,Annual,Not Seasonally Adjusted
2017-01-01,1307.0,OH,Cincinnati,Clermont County,OH,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Clermont County, OH",FBITC039025,Annual,Not Seasonally Adjusted
2018-01-01,1051.0,OH,Cincinnati,Clermont County,OH,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Clermont County, OH",FBITC039025,Annual,Not Seasonally Adjusted
2019-01-01,1008.0,OH,Cincinnati,Clermont County,OH,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Clermont County, OH",FBITC039025,Annual,Not Seasonally Adjusted
2020-01-01,920.0,OH,Cincinnati,Clermont County,OH,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Clermont County, OH",FBITC039025,Annual,Not Seasonally Adjusted
2004-01-01,773.0,TX,Dallas,Collin County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Collin County, TX",FBITC048085,Annual,Not Seasonally Adjusted
2005-01-01,798.0,TX,Dallas,Collin County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Collin County, TX",FBITC048085,Annual,Not Seasonally Adjusted
2006-01-01,777.0,TX,Dallas,Collin County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Collin County, TX",FBITC048085,Annual,Not Seasonally Adjusted
2007-01-01,865.0,TX,Dallas,Collin County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Collin County, TX",FBITC048085,Annual,Not Seasonally Adjusted
2008-01-01,919.0,TX,Dallas,Collin County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Collin County, TX",FBITC048085,Annual,Not Seasonally Adjusted
2009-01-01,879.0,TX,Dallas,Collin County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Collin County, TX",FBITC048085,Annual,Not Seasonally Adjusted
2010-01-01,895.0,TX,Dallas,Collin County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Collin County, TX",FBITC048085,Annual,Not Seasonally Adjusted
2011-01-01,814.0,TX,Dallas,Collin County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Collin County, TX",FBITC048085,Annual,Not Seasonally Adjusted
2012-01-01,698.0,TX,Dallas,Collin County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Collin County, TX",FBITC048085,Annual,Not Seasonally Adjusted
2013-01-01,677.0,TX,Dallas,Collin County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Collin County, TX",FBITC048085,Annual,Not Seasonally Adjusted
2014-01-01,466.0,TX,Dallas,Collin County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Collin County, TX",FBITC048085,Annual,Not Seasonally Adjusted
2015-01-01,471.0,TX,Dallas,Collin County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Collin County, TX",FBITC048085,Annual,Not Seasonally Adjusted
2016-01-01,431.0,TX,Dallas,Collin County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Collin County, TX",FBITC048085,Annual,Not Seasonally Adjusted
2017-01-01,464.0,TX,Dallas,Collin County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Collin County, TX",FBITC048085,Annual,Not Seasonally Adjusted
2018-01-01,422.0,TX,Dallas,Collin County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Collin County, TX",FBITC048085,Annual,Not Seasonally Adjusted
2019-01-01,404.0,TX,Dallas,Collin County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Collin County, TX",FBITC048085,Annual,Not Seasonally Adjusted
2020-01-01,374.0,TX,Dallas,Collin County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Collin County, TX",FBITC048085,Annual,Not Seasonally Adjusted
2011-01-01,1592.0,IL,Chicago,Cook County,IL,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Cook County, IL",FBITC017031,Annual,Not Seasonally Adjusted
2012-01-01,1433.0,IL,Chicago,Cook County,IL,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Cook County, IL",FBITC017031,Annual,Not Seasonally Adjusted
2013-01-01,951.0,IL,Chicago,Cook County,IL,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Cook County, IL",FBITC017031,Annual,Not Seasonally Adjusted
2014-01-01,1277.0,IL,Chicago,Cook County,IL,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Cook County, IL",FBITC017031,Annual,Not Seasonally Adjusted
2015-01-01,1129.0,IL,Chicago,Cook County,IL,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Cook County, IL",FBITC017031,Annual,Not Seasonally Adjusted
2016-01-01,856.0,IL,Chicago,Cook County,IL,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Cook County, IL",FBITC017031,Annual,Not Seasonally Adjusted
2017-01-01,649.0,IL,Chicago,Cook County,IL,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Cook County, IL",FBITC017031,Annual,Not Seasonally Adjusted
2018-01-01,1284.0,IL,Chicago,Cook County,IL,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Cook County, IL",FBITC017031,Annual,Not Seasonally Adjusted
2019-01-01,1266.0,IL,Chicago,Cook County,IL,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Cook County, IL",FBITC017031,Annual,Not Seasonally Adjusted
2020-01-01,0.0,IL,Chicago,Cook County,IL,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Cook County, IL",FBITC017031,Annual,Not Seasonally Adjusted
2004-01-01,451.0,TX,Dallas,Dallas County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Dallas County, TX",FBITC048113,Annual,Not Seasonally Adjusted
2005-01-01,288.0,TX,Dallas,Dallas County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Dallas County, TX",FBITC048113,Annual,Not Seasonally Adjusted
2006-01-01,385.0,TX,Dallas,Dallas County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Dallas County, TX",FBITC048113,Annual,Not Seasonally Adjusted
2007-01-01,464.0,TX,Dallas,Dallas County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Dallas County, TX",FBITC048113,Annual,Not Seasonally Adjusted
2008-01-01,406.0,TX,Dallas,Dallas County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Dallas County, TX",FBITC048113,Annual,Not Seasonally Adjusted
2009-01-01,322.0,TX,Dallas,Dallas County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Dallas County, TX",FBITC048113,Annual,Not Seasonally Adjusted
2010-01-01,309.0,TX,Dallas,Dallas County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Dallas County, TX",FBITC048113,Annual,Not Seasonally Adjusted
2011-01-01,284.0,TX,Dallas,Dallas County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Dallas County, TX",FBITC048113,Annual,Not Seasonally Adjusted
2012-01-01,347.0,TX,Dallas,Dallas County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Dallas County, TX",FBITC048113,Annual,Not Seasonally Adjusted
2013-01-01,303.0,TX,Dallas,Dallas County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Dallas County, TX",FBITC048113,Annual,Not Seasonally Adjusted
2014-01-01,385.0,TX,Dallas,Dallas County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Dallas County, TX",FBITC048113,Annual,Not Seasonally Adjusted
2015-01-01,317.0,TX,Dallas,Dallas County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Dallas County, TX",FBITC048113,Annual,Not Seasonally Adjusted
2016-01-01,348.0,TX,Dallas,Dallas County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Dallas County, TX",FBITC048113,Annual,Not Seasonally Adjusted
2017-01-01,331.0,TX,Dallas,Dallas County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Dallas County, TX",FBITC048113,Annual,Not Seasonally Adjusted
2018-01-01,286.0,TX,Dallas,Dallas County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Dallas County, TX",FBITC048113,Annual,Not Seasonally Adjusted
2019-01-01,350.0,TX,Dallas,Dallas County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Dallas County, TX",FBITC048113,Annual,Not Seasonally Adjusted
2020-01-01,257.0,TX,Dallas,Dallas County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Dallas County, TX",FBITC048113,Annual,Not Seasonally Adjusted
2005-01-01,201.0,UT,Ogden,Davis County,UT,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Davis County, UT",FBITC049011,Annual,Not Seasonally Adjusted
2006-01-01,.,UT,Ogden,Davis County,UT,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Davis County, UT",FBITC049011,Annual,Not Seasonally Adjusted
2007-01-01,223.0,UT,Ogden,Davis County,UT,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Davis County, UT",FBITC049011,Annual,Not Seasonally Adjusted
2008-01-01,248.0,UT,Ogden,Davis County,UT,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Davis County, UT",FBITC049011,Annual,Not Seasonally Adjusted
2009-01-01,303.0,UT,Ogden,Davis County,UT,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Davis County, UT",FBITC049011,Annual,Not Seasonally Adjusted
2010-01-01,308.0,UT,Ogden,Davis County,UT,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Davis County, UT",FBITC049011,Annual,Not Seasonally Adjusted
2011-01-01,220.0,UT,Ogden,Davis County,UT,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Davis County, UT",FBITC049011,Annual,Not Seasonally Adjusted
2012-01-01,224.0,UT,Ogden,Davis County,UT,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Davis County, UT",FBITC049011,Annual,Not Seasonally Adjusted
2013-01-01,219.0,UT,Ogden,Davis County,UT,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Davis County, UT",FBITC049011,Annual,Not Seasonally Adjusted
2014-01-01,216.0,UT,Ogden,Davis County,UT,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Davis County, UT",FBITC049011,Annual,Not Seasonally Adjusted
2015-01-01,184.0,UT,Ogden,Davis County,UT,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Davis County, UT",FBITC049011,Annual,Not Seasonally Adjusted
2016-01-01,258.0,UT,Ogden,Davis County,UT,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Davis County, UT",FBITC049011,Annual,Not Seasonally Adjusted
2017-01-01,245.0,UT,Ogden,Davis County,UT,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Davis County, UT",FBITC049011,Annual,Not Seasonally Adjusted
2018-01-01,236.0,UT,Ogden,Davis County,UT,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Davis County, UT",FBITC049011,Annual,Not Seasonally Adjusted
2019-01-01,263.0,UT,Ogden,Davis County,UT,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Davis County, UT",FBITC049011,Annual,Not Seasonally Adjusted
2020-01-01,301.0,UT,Ogden,Davis County,UT,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Davis County, UT",FBITC049011,Annual,Not Seasonally Adjusted
2011-01-01,19.0,OH,Cincinnati,Dearborn County,IN,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Dearborn County, IN",FBITC018029,Annual,Not Seasonally Adjusted
2004-01-01,920.0,TX,Dallas,Denton County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Denton County, TX",FBITC048121,Annual,Not Seasonally Adjusted
2005-01-01,1061.0,TX,Dallas,Denton County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Denton County, TX",FBITC048121,Annual,Not Seasonally Adjusted
2006-01-01,1012.0,TX,Dallas,Denton County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Denton County, TX",FBITC048121,Annual,Not Seasonally Adjusted
2007-01-01,1067.0,TX,Dallas,Denton County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Denton County, TX",FBITC048121,Annual,Not Seasonally Adjusted
2008-01-01,980.0,TX,Dallas,Denton County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Denton County, TX",FBITC048121,Annual,Not Seasonally Adjusted
2009-01-01,831.0,TX,Dallas,Denton County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Denton County, TX",FBITC048121,Annual,Not Seasonally Adjusted
2010-01-01,963.0,TX,Dallas,Denton County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Denton County, TX",FBITC048121,Annual,Not Seasonally Adjusted
2011-01-01,1147.0,TX,Dallas,Denton County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Denton County, TX",FBITC048121,Annual,Not Seasonally Adjusted
2012-01-01,962.0,TX,Dallas,Denton County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Denton County, TX",FBITC048121,Annual,Not Seasonally Adjusted
2013-01-01,768.0,TX,Dallas,Denton County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Denton County, TX",FBITC048121,Annual,Not Seasonally Adjusted
2014-01-01,691.0,TX,Dallas,Denton County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Denton County, TX",FBITC048121,Annual,Not Seasonally Adjusted
2015-01-01,602.0,TX,Dallas,Denton County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Denton County, TX",FBITC048121,Annual,Not Seasonally Adjusted
2016-01-01,700.0,TX,Dallas,Denton County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Denton County, TX",FBITC048121,Annual,Not Seasonally Adjusted
2017-01-01,623.0,TX,Dallas,Denton County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Denton County, TX",FBITC048121,Annual,Not Seasonally Adjusted
2018-01-01,561.0,TX,Dallas,Denton County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Denton County, TX",FBITC048121,Annual,Not Seasonally Adjusted
2019-01-01,535.0,TX,Dallas,Denton County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Denton County, TX",FBITC048121,Annual,Not Seasonally Adjusted
2020-01-01,532.0,TX,Dallas,Denton County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Denton County, TX",FBITC048121,Annual,Not Seasonally Adjusted
2004-01-01,2030.0,SC,Charleston,Dorchester County,SC,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Dorchester County, SC",FBITC045035,Annual,Not Seasonally Adjusted
2005-01-01,.,SC,Charleston,Dorchester County,SC,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Dorchester County, SC",FBITC045035,Annual,Not Seasonally Adjusted
2006-01-01,2980.0,SC,Charleston,Dorchester County,SC,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Dorchester County, SC",FBITC045035,Annual,Not Seasonally Adjusted
2007-01-01,2766.0,SC,Charleston,Dorchester County,SC,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Dorchester County, SC",FBITC045035,Annual,Not Seasonally Adjusted
2008-01-01,2709.0,SC,Charleston,Dorchester County,SC,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Dorchester County, SC",FBITC045035,Annual,Not Seasonally Adjusted
2009-01-01,2858.0,SC,Charleston,Dorchester County,SC,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Dorchester County, SC",FBITC045035,Annual,Not Seasonally Adjusted
2010-01-01,2906.0,SC,Charleston,Dorchester County,SC,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Dorchester County, SC",FBITC045035,Annual,Not Seasonally Adjusted
2011-01-01,2785.0,SC,Charleston,Dorchester County,SC,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Dorchester County, SC",FBITC045035,Annual,Not Seasonally Adjusted
2012-01-01,2419.0,SC,Charleston,Dorchester County,SC,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Dorchester County, SC",FBITC045035,Annual,Not Seasonally Adjusted
2013-01-01,2314.0,SC,Charleston,Dorchester County,SC,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Dorchester County, SC",FBITC045035,Annual,Not Seasonally Adjusted
2014-01-01,2324.0,SC,Charleston,Dorchester County,SC,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Dorchester County, SC",FBITC045035,Annual,Not Seasonally Adjusted
2015-01-01,2307.0,SC,Charleston,Dorchester County,SC,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Dorchester County, SC",FBITC045035,Annual,Not Seasonally Adjusted
2016-01-01,.,SC,Charleston,Dorchester County,SC,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Dorchester County, SC",FBITC045035,Annual,Not Seasonally Adjusted
2017-01-01,.,SC,Charleston,Dorchester County,SC,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Dorchester County, SC",FBITC045035,Annual,Not Seasonally Adjusted
2018-01-01,.,SC,Charleston,Dorchester County,SC,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Dorchester County, SC",FBITC045035,Annual,Not Seasonally Adjusted
2019-01-01,2163.0,SC,Charleston,Dorchester County,SC,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Dorchester County, SC",FBITC045035,Annual,Not Seasonally Adjusted
2020-01-01,2045.0,SC,Charleston,Dorchester County,SC,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Dorchester County, SC",FBITC045035,Annual,Not Seasonally Adjusted
2004-01-01,854.0,NY,New York,Dutchess County,NY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Dutchess County, NY",FBITC036027,Annual,Not Seasonally Adjusted
2005-01-01,807.0,NY,New York,Dutchess County,NY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Dutchess County, NY",FBITC036027,Annual,Not Seasonally Adjusted
2006-01-01,830.0,NY,New York,Dutchess County,NY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Dutchess County, NY",FBITC036027,Annual,Not Seasonally Adjusted
2007-01-01,963.0,NY,New York,Dutchess County,NY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Dutchess County, NY",FBITC036027,Annual,Not Seasonally Adjusted
2008-01-01,875.0,NY,New York,Dutchess County,NY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Dutchess County, NY",FBITC036027,Annual,Not Seasonally Adjusted
2009-01-01,797.0,NY,New York,Dutchess County,NY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Dutchess County, NY",FBITC036027,Annual,Not Seasonally Adjusted
2010-01-01,785.0,NY,New York,Dutchess County,NY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Dutchess County, NY",FBITC036027,Annual,Not Seasonally Adjusted
2011-01-01,726.0,NY,New York,Dutchess County,NY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Dutchess County, NY",FBITC036027,Annual,Not Seasonally Adjusted
2012-01-01,817.0,NY,New York,Dutchess County,NY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Dutchess County, NY",FBITC036027,Annual,Not Seasonally Adjusted
2013-01-01,696.0,NY,New York,Dutchess County,NY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Dutchess County, NY",FBITC036027,Annual,Not Seasonally Adjusted
2014-01-01,682.0,NY,New York,Dutchess County,NY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Dutchess County, NY",FBITC036027,Annual,Not Seasonally Adjusted
2015-01-01,597.0,NY,New York,Dutchess County,NY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Dutchess County, NY",FBITC036027,Annual,Not Seasonally Adjusted
2016-01-01,531.0,NY,New York,Dutchess County,NY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Dutchess County, NY",FBITC036027,Annual,Not Seasonally Adjusted
2017-01-01,.,NY,New York,Dutchess County,NY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Dutchess County, NY",FBITC036027,Annual,Not Seasonally Adjusted
2018-01-01,.,NY,New York,Dutchess County,NY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Dutchess County, NY",FBITC036027,Annual,Not Seasonally Adjusted
2019-01-01,391.0,NY,New York,Dutchess County,NY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Dutchess County, NY",FBITC036027,Annual,Not Seasonally Adjusted
2020-01-01,410.0,NY,New York,Dutchess County,NY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Dutchess County, NY",FBITC036027,Annual,Not Seasonally Adjusted
2004-01-01,1122.0,TX,Dallas,Ellis County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Ellis County, TX",FBITC048139,Annual,Not Seasonally Adjusted
2005-01-01,1246.0,TX,Dallas,Ellis County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Ellis County, TX",FBITC048139,Annual,Not Seasonally Adjusted
2006-01-01,1228.0,TX,Dallas,Ellis County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Ellis County, TX",FBITC048139,Annual,Not Seasonally Adjusted
2007-01-01,1275.0,TX,Dallas,Ellis County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Ellis County, TX",FBITC048139,Annual,Not Seasonally Adjusted
2008-01-01,1272.0,TX,Dallas,Ellis County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Ellis County, TX",FBITC048139,Annual,Not Seasonally Adjusted
2009-01-01,943.0,TX,Dallas,Ellis County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Ellis County, TX",FBITC048139,Annual,Not Seasonally Adjusted
2010-01-01,801.0,TX,Dallas,Ellis County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Ellis County, TX",FBITC048139,Annual,Not Seasonally Adjusted
2011-01-01,723.0,TX,Dallas,Ellis County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Ellis County, TX",FBITC048139,Annual,Not Seasonally Adjusted
2012-01-01,659.0,TX,Dallas,Ellis County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Ellis County, TX",FBITC048139,Annual,Not Seasonally Adjusted
2013-01-01,578.0,TX,Dallas,Ellis County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Ellis County, TX",FBITC048139,Annual,Not Seasonally Adjusted
2014-01-01,512.0,TX,Dallas,Ellis County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Ellis County, TX",FBITC048139,Annual,Not Seasonally Adjusted
2015-01-01,469.0,TX,Dallas,Ellis County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Ellis County, TX",FBITC048139,Annual,Not Seasonally Adjusted
2016-01-01,530.0,TX,Dallas,Ellis County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Ellis County, TX",FBITC048139,Annual,Not Seasonally Adjusted
2017-01-01,667.0,TX,Dallas,Ellis County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Ellis County, TX",FBITC048139,Annual,Not Seasonally Adjusted
2018-01-01,530.0,TX,Dallas,Ellis County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Ellis County, TX",FBITC048139,Annual,Not Seasonally Adjusted
2019-01-01,445.0,TX,Dallas,Ellis County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Ellis County, TX",FBITC048139,Annual,Not Seasonally Adjusted
2004-01-01,161.0,NY,New York,Essex County,NJ,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Essex County, NJ",FBITC034013,Annual,Not Seasonally Adjusted
2005-01-01,186.0,NY,New York,Essex County,NJ,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Essex County, NJ",FBITC034013,Annual,Not Seasonally Adjusted
