date,Combined Violent and Property Crime Offenses,msa_state,city,county,state,title,id,frequency,seasonal_adjustment
2011-01-01,1552.0,CA,Los Angeles,Orange County,CA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Orange County, CA",FBITC006059,Annual,Not Seasonally Adjusted
2012-01-01,1663.0,CA,Los Angeles,Orange County,CA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Orange County, CA",FBITC006059,Annual,Not Seasonally Adjusted
2013-01-01,1482.0,CA,Los Angeles,Orange County,CA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Orange County, CA",FBITC006059,Annual,Not Seasonally Adjusted
2014-01-01,1413.0,CA,Los Angeles,Orange County,CA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Orange County, CA",FBITC006059,Annual,Not Seasonally Adjusted
2015-01-01,1478.0,CA,Los Angeles,Orange County,CA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Orange County, CA",FBITC006059,Annual,Not Seasonally Adjusted
2016-01-01,1352.0,CA,Los Angeles,Orange County,CA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Orange County, CA",FBITC006059,Annual,Not Seasonally Adjusted
2017-01-01,1449.0,CA,Los Angeles,Orange County,CA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Orange County, CA",FBITC006059,Annual,Not Seasonally Adjusted
2018-01-01,1399.0,CA,Los Angeles,Orange County,CA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Orange County, CA",FBITC006059,Annual,Not Seasonally Adjusted
2019-01-01,1128.0,CA,Los Angeles,Orange County,CA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Orange County, CA",FBITC006059,Annual,Not Seasonally Adjusted
2020-01-01,1163.0,CA,Los Angeles,Orange County,CA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Orange County, CA",FBITC006059,Annual,Not Seasonally Adjusted
2004-01-01,13.0,NY,New York,Orange County,NY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Orange County, NY",FBITC036071,Annual,Not Seasonally Adjusted
2005-01-01,.,NY,New York,Orange County,NY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Orange County, NY",FBITC036071,Annual,Not Seasonally Adjusted
2006-01-01,11.0,NY,New York,Orange County,NY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Orange County, NY",FBITC036071,Annual,Not Seasonally Adjusted
2007-01-01,24.0,NY,New York,Orange County,NY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Orange County, NY",FBITC036071,Annual,Not Seasonally Adjusted
2008-01-01,58.0,NY,New York,Orange County,NY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Orange County, NY",FBITC036071,Annual,Not Seasonally Adjusted
2009-01-01,34.0,NY,New York,Orange County,NY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Orange County, NY",FBITC036071,Annual,Not Seasonally Adjusted
2010-01-01,50.0,NY,New York,Orange County,NY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Orange County, NY",FBITC036071,Annual,Not Seasonally Adjusted
2011-01-01,41.0,NY,New York,Orange County,NY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Orange County, NY",FBITC036071,Annual,Not Seasonally Adjusted
2012-01-01,.,NY,New York,Orange County,NY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Orange County, NY",FBITC036071,Annual,Not Seasonally Adjusted
2013-01-01,.,NY,New York,Orange County,NY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Orange County, NY",FBITC036071,Annual,Not Seasonally Adjusted
2014-01-01,22.0,NY,New York,Orange County,NY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Orange County, NY",FBITC036071,Annual,Not Seasonally Adjusted
2015-01-01,20.0,NY,New York,Orange County,NY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Orange County, NY",FBITC036071,Annual,Not Seasonally Adjusted
2016-01-01,31.0,NY,New York,Orange County,NY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Orange County, NY",FBITC036071,Annual,Not Seasonally Adjusted
2017-01-01,.,NY,New York,Orange County,NY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Orange County, NY",FBITC036071,Annual,Not Seasonally Adjusted
2018-01-01,.,NY,New York,Orange County,NY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Orange County, NY",FBITC036071,Annual,Not Seasonally Adjusted
2019-01-01,.,NY,New York,Orange County,NY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Orange County, NY",FBITC036071,Annual,Not Seasonally Adjusted
2020-01-01,17.0,NY,New York,Orange County,NY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Orange County, NY",FBITC036071,Annual,Not Seasonally Adjusted
2004-01-01,1221.0,TX,Dallas,Parker County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Parker County, TX",FBITC048367,Annual,Not Seasonally Adjusted
2005-01-01,1224.0,TX,Dallas,Parker County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Parker County, TX",FBITC048367,Annual,Not Seasonally Adjusted
2006-01-01,1150.0,TX,Dallas,Parker County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Parker County, TX",FBITC048367,Annual,Not Seasonally Adjusted
2007-01-01,1170.0,TX,Dallas,Parker County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Parker County, TX",FBITC048367,Annual,Not Seasonally Adjusted
2008-01-01,1158.0,TX,Dallas,Parker County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Parker County, TX",FBITC048367,Annual,Not Seasonally Adjusted
2009-01-01,1180.0,TX,Dallas,Parker County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Parker County, TX",FBITC048367,Annual,Not Seasonally Adjusted
2010-01-01,1232.0,TX,Dallas,Parker County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Parker County, TX",FBITC048367,Annual,Not Seasonally Adjusted
2011-01-01,1182.0,TX,Dallas,Parker County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Parker County, TX",FBITC048367,Annual,Not Seasonally Adjusted
2012-01-01,1241.0,TX,Dallas,Parker County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Parker County, TX",FBITC048367,Annual,Not Seasonally Adjusted
2013-01-01,1054.0,TX,Dallas,Parker County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Parker County, TX",FBITC048367,Annual,Not Seasonally Adjusted
2014-01-01,1023.0,TX,Dallas,Parker County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Parker County, TX",FBITC048367,Annual,Not Seasonally Adjusted
2015-01-01,948.0,TX,Dallas,Parker County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Parker County, TX",FBITC048367,Annual,Not Seasonally Adjusted
2016-01-01,857.0,TX,Dallas,Parker County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Parker County, TX",FBITC048367,Annual,Not Seasonally Adjusted
2017-01-01,.,TX,Dallas,Parker County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Parker County, TX",FBITC048367,Annual,Not Seasonally Adjusted
2018-01-01,961.0,TX,Dallas,Parker County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Parker County, TX",FBITC048367,Annual,Not Seasonally Adjusted
2019-01-01,851.0,TX,Dallas,Parker County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Parker County, TX",FBITC048367,Annual,Not Seasonally Adjusted
2009-01-01,0.0,NY,New York,Passaic County,NJ,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Passaic County, NJ",FBITC034031,Annual,Not Seasonally Adjusted
2010-01-01,0.0,NY,New York,Passaic County,NJ,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Passaic County, NJ",FBITC034031,Annual,Not Seasonally Adjusted
2011-01-01,0.0,NY,New York,Passaic County,NJ,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Passaic County, NJ",FBITC034031,Annual,Not Seasonally Adjusted
2012-01-01,.,NY,New York,Passaic County,NJ,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Passaic County, NJ",FBITC034031,Annual,Not Seasonally Adjusted
2013-01-01,0.0,NY,New York,Passaic County,NJ,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Passaic County, NJ",FBITC034031,Annual,Not Seasonally Adjusted
2014-01-01,0.0,NY,New York,Passaic County,NJ,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Passaic County, NJ",FBITC034031,Annual,Not Seasonally Adjusted
2015-01-01,0.0,NY,New York,Passaic County,NJ,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Passaic County, NJ",FBITC034031,Annual,Not Seasonally Adjusted
2016-01-01,0.0,NY,New York,Passaic County,NJ,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Passaic County, NJ",FBITC034031,Annual,Not Seasonally Adjusted
2017-01-01,0.0,NY,New York,Passaic County,NJ,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Passaic County, NJ",FBITC034031,Annual,Not Seasonally Adjusted
2018-01-01,0.0,NY,New York,Passaic County,NJ,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Passaic County, NJ",FBITC034031,Annual,Not Seasonally Adjusted
2019-01-01,0.0,NY,New York,Passaic County,NJ,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Passaic County, NJ",FBITC034031,Annual,Not Seasonally Adjusted
2020-01-01,0.0,NY,New York,Passaic County,NJ,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Passaic County, NJ",FBITC034031,Annual,Not Seasonally Adjusted
2005-01-01,77.0,OH,Cincinnati,Pendleton County,KY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Pendleton County, KY",FBITC021191,Annual,Not Seasonally Adjusted
2006-01-01,86.0,OH,Cincinnati,Pendleton County,KY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Pendleton County, KY",FBITC021191,Annual,Not Seasonally Adjusted
2007-01-01,100.0,OH,Cincinnati,Pendleton County,KY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Pendleton County, KY",FBITC021191,Annual,Not Seasonally Adjusted
2008-01-01,88.0,OH,Cincinnati,Pendleton County,KY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Pendleton County, KY",FBITC021191,Annual,Not Seasonally Adjusted
2009-01-01,127.0,OH,Cincinnati,Pendleton County,KY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Pendleton County, KY",FBITC021191,Annual,Not Seasonally Adjusted
2010-01-01,151.0,OH,Cincinnati,Pendleton County,KY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Pendleton County, KY",FBITC021191,Annual,Not Seasonally Adjusted
2011-01-01,112.0,OH,Cincinnati,Pendleton County,KY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Pendleton County, KY",FBITC021191,Annual,Not Seasonally Adjusted
2012-01-01,140.0,OH,Cincinnati,Pendleton County,KY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Pendleton County, KY",FBITC021191,Annual,Not Seasonally Adjusted
2013-01-01,123.0,OH,Cincinnati,Pendleton County,KY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Pendleton County, KY",FBITC021191,Annual,Not Seasonally Adjusted
2014-01-01,82.0,OH,Cincinnati,Pendleton County,KY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Pendleton County, KY",FBITC021191,Annual,Not Seasonally Adjusted
2015-01-01,66.0,OH,Cincinnati,Pendleton County,KY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Pendleton County, KY",FBITC021191,Annual,Not Seasonally Adjusted
2016-01-01,60.0,OH,Cincinnati,Pendleton County,KY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Pendleton County, KY",FBITC021191,Annual,Not Seasonally Adjusted
2017-01-01,75.0,OH,Cincinnati,Pendleton County,KY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Pendleton County, KY",FBITC021191,Annual,Not Seasonally Adjusted
2018-01-01,69.0,OH,Cincinnati,Pendleton County,KY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Pendleton County, KY",FBITC021191,Annual,Not Seasonally Adjusted
2019-01-01,64.0,OH,Cincinnati,Pendleton County,KY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Pendleton County, KY",FBITC021191,Annual,Not Seasonally Adjusted
2020-01-01,86.0,OH,Cincinnati,Pendleton County,KY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Pendleton County, KY",FBITC021191,Annual,Not Seasonally Adjusted
2005-01-01,0.0,NY,New York,Pike County,PA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Pike County, PA",FBITC042103,Annual,Not Seasonally Adjusted
2006-01-01,0.0,NY,New York,Pike County,PA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Pike County, PA",FBITC042103,Annual,Not Seasonally Adjusted
2007-01-01,0.0,NY,New York,Pike County,PA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Pike County, PA",FBITC042103,Annual,Not Seasonally Adjusted
2008-01-01,0.0,NY,New York,Pike County,PA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Pike County, PA",FBITC042103,Annual,Not Seasonally Adjusted
2009-01-01,0.0,NY,New York,Pike County,PA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Pike County, PA",FBITC042103,Annual,Not Seasonally Adjusted
2010-01-01,.,NY,New York,Pike County,PA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Pike County, PA",FBITC042103,Annual,Not Seasonally Adjusted
2011-01-01,1.0,NY,New York,Pike County,PA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Pike County, PA",FBITC042103,Annual,Not Seasonally Adjusted
2012-01-01,.,NY,New York,Pike County,PA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Pike County, PA",FBITC042103,Annual,Not Seasonally Adjusted
2013-01-01,.,NY,New York,Pike County,PA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Pike County, PA",FBITC042103,Annual,Not Seasonally Adjusted
2014-01-01,0.0,NY,New York,Pike County,PA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Pike County, PA",FBITC042103,Annual,Not Seasonally Adjusted
2015-01-01,0.0,NY,New York,Pike County,PA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Pike County, PA",FBITC042103,Annual,Not Seasonally Adjusted
2016-01-01,0.0,NY,New York,Pike County,PA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Pike County, PA",FBITC042103,Annual,Not Seasonally Adjusted
2017-01-01,0.0,NY,New York,Pike County,PA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Pike County, PA",FBITC042103,Annual,Not Seasonally Adjusted
2018-01-01,0.0,NY,New York,Pike County,PA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Pike County, PA",FBITC042103,Annual,Not Seasonally Adjusted
2004-01-01,979.0,IL,Chicago,Porter County,IN,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Porter County, IN",FBITC018127,Annual,Not Seasonally Adjusted
2005-01-01,963.0,IL,Chicago,Porter County,IN,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Porter County, IN",FBITC018127,Annual,Not Seasonally Adjusted
2006-01-01,1209.0,IL,Chicago,Porter County,IN,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Porter County, IN",FBITC018127,Annual,Not Seasonally Adjusted
2007-01-01,1088.0,IL,Chicago,Porter County,IN,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Porter County, IN",FBITC018127,Annual,Not Seasonally Adjusted
2008-01-01,1117.0,IL,Chicago,Porter County,IN,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Porter County, IN",FBITC018127,Annual,Not Seasonally Adjusted
2009-01-01,1150.0,IL,Chicago,Porter County,IN,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Porter County, IN",FBITC018127,Annual,Not Seasonally Adjusted
2010-01-01,813.0,IL,Chicago,Porter County,IN,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Porter County, IN",FBITC018127,Annual,Not Seasonally Adjusted
2011-01-01,1009.0,IL,Chicago,Porter County,IN,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Porter County, IN",FBITC018127,Annual,Not Seasonally Adjusted
2012-01-01,939.0,IL,Chicago,Porter County,IN,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Porter County, IN",FBITC018127,Annual,Not Seasonally Adjusted
2013-01-01,.,IL,Chicago,Porter County,IN,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Porter County, IN",FBITC018127,Annual,Not Seasonally Adjusted
2014-01-01,552.0,IL,Chicago,Porter County,IN,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Porter County, IN",FBITC018127,Annual,Not Seasonally Adjusted
2015-01-01,480.0,IL,Chicago,Porter County,IN,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Porter County, IN",FBITC018127,Annual,Not Seasonally Adjusted
2016-01-01,.,IL,Chicago,Porter County,IN,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Porter County, IN",FBITC018127,Annual,Not Seasonally Adjusted
2017-01-01,.,IL,Chicago,Porter County,IN,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Porter County, IN",FBITC018127,Annual,Not Seasonally Adjusted
2018-01-01,300.0,IL,Chicago,Porter County,IN,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Porter County, IN",FBITC018127,Annual,Not Seasonally Adjusted
2019-01-01,388.0,IL,Chicago,Porter County,IN,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Porter County, IN",FBITC018127,Annual,Not Seasonally Adjusted
2005-01-01,94.0,WV,Morgantown,Preston County,WV,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Preston County, WV",FBITC054077,Annual,Not Seasonally Adjusted
2006-01-01,84.0,WV,Morgantown,Preston County,WV,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Preston County, WV",FBITC054077,Annual,Not Seasonally Adjusted
2007-01-01,.,WV,Morgantown,Preston County,WV,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Preston County, WV",FBITC054077,Annual,Not Seasonally Adjusted
2008-01-01,.,WV,Morgantown,Preston County,WV,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Preston County, WV",FBITC054077,Annual,Not Seasonally Adjusted
2009-01-01,214.0,WV,Morgantown,Preston County,WV,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Preston County, WV",FBITC054077,Annual,Not Seasonally Adjusted
2010-01-01,231.0,WV,Morgantown,Preston County,WV,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Preston County, WV",FBITC054077,Annual,Not Seasonally Adjusted
2011-01-01,301.0,WV,Morgantown,Preston County,WV,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Preston County, WV",FBITC054077,Annual,Not Seasonally Adjusted
2012-01-01,214.0,WV,Morgantown,Preston County,WV,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Preston County, WV",FBITC054077,Annual,Not Seasonally Adjusted
2013-01-01,161.0,WV,Morgantown,Preston County,WV,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Preston County, WV",FBITC054077,Annual,Not Seasonally Adjusted
2014-01-01,74.0,WV,Morgantown,Preston County,WV,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Preston County, WV",FBITC054077,Annual,Not Seasonally Adjusted
2015-01-01,131.0,WV,Morgantown,Preston County,WV,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Preston County, WV",FBITC054077,Annual,Not Seasonally Adjusted
2016-01-01,137.0,WV,Morgantown,Preston County,WV,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Preston County, WV",FBITC054077,Annual,Not Seasonally Adjusted
2017-01-01,116.0,WV,Morgantown,Preston County,WV,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Preston County, WV",FBITC054077,Annual,Not Seasonally Adjusted
2018-01-01,111.0,WV,Morgantown,Preston County,WV,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Preston County, WV",FBITC054077,Annual,Not Seasonally Adjusted
2019-01-01,143.0,WV,Morgantown,Preston County,WV,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Preston County, WV",FBITC054077,Annual,Not Seasonally Adjusted
2020-01-01,128.0,WV,Morgantown,Preston County,WV,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Preston County, WV",FBITC054077,Annual,Not Seasonally Adjusted
2004-01-01,1390.0,CO,Pueblo,Pueblo County,CO,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Pueblo County, CO",FBITC008101,Annual,Not Seasonally Adjusted
2005-01-01,1656.0,CO,Pueblo,Pueblo County,CO,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Pueblo County, CO",FBITC008101,Annual,Not Seasonally Adjusted
2006-01-01,1564.0,CO,Pueblo,Pueblo County,CO,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Pueblo County, CO",FBITC008101,Annual,Not Seasonally Adjusted
2007-01-01,1376.0,CO,Pueblo,Pueblo County,CO,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Pueblo County, CO",FBITC008101,Annual,Not Seasonally Adjusted
2008-01-01,1402.0,CO,Pueblo,Pueblo County,CO,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Pueblo County, CO",FBITC008101,Annual,Not Seasonally Adjusted
2009-01-01,1290.0,CO,Pueblo,Pueblo County,CO,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Pueblo County, CO",FBITC008101,Annual,Not Seasonally Adjusted
2010-01-01,1635.0,CO,Pueblo,Pueblo County,CO,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Pueblo County, CO",FBITC008101,Annual,Not Seasonally Adjusted
2011-01-01,1573.0,CO,Pueblo,Pueblo County,CO,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Pueblo County, CO",FBITC008101,Annual,Not Seasonally Adjusted
2012-01-01,.,CO,Pueblo,Pueblo County,CO,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Pueblo County, CO",FBITC008101,Annual,Not Seasonally Adjusted
2013-01-01,1288.0,CO,Pueblo,Pueblo County,CO,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Pueblo County, CO",FBITC008101,Annual,Not Seasonally Adjusted
2014-01-01,1282.0,CO,Pueblo,Pueblo County,CO,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Pueblo County, CO",FBITC008101,Annual,Not Seasonally Adjusted
2015-01-01,1203.0,CO,Pueblo,Pueblo County,CO,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Pueblo County, CO",FBITC008101,Annual,Not Seasonally Adjusted
2016-01-01,1344.0,CO,Pueblo,Pueblo County,CO,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Pueblo County, CO",FBITC008101,Annual,Not Seasonally Adjusted
2017-01-01,1196.0,CO,Pueblo,Pueblo County,CO,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Pueblo County, CO",FBITC008101,Annual,Not Seasonally Adjusted
2018-01-01,1168.0,CO,Pueblo,Pueblo County,CO,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Pueblo County, CO",FBITC008101,Annual,Not Seasonally Adjusted
2019-01-01,1103.0,CO,Pueblo,Pueblo County,CO,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Pueblo County, CO",FBITC008101,Annual,Not Seasonally Adjusted
2020-01-01,0.0,CO,Pueblo,Pueblo County,CO,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Pueblo County, CO",FBITC008101,Annual,Not Seasonally Adjusted
2004-01-01,498.0,NY,New York,Putnam County,NY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Putnam County, NY",FBITC036079,Annual,Not Seasonally Adjusted
2005-01-01,.,NY,New York,Putnam County,NY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Putnam County, NY",FBITC036079,Annual,Not Seasonally Adjusted
2006-01-01,.,NY,New York,Putnam County,NY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Putnam County, NY",FBITC036079,Annual,Not Seasonally Adjusted
2007-01-01,320.0,NY,New York,Putnam County,NY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Putnam County, NY",FBITC036079,Annual,Not Seasonally Adjusted
2008-01-01,378.0,NY,New York,Putnam County,NY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Putnam County, NY",FBITC036079,Annual,Not Seasonally Adjusted
2009-01-01,353.0,NY,New York,Putnam County,NY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Putnam County, NY",FBITC036079,Annual,Not Seasonally Adjusted
2010-01-01,370.0,NY,New York,Putnam County,NY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Putnam County, NY",FBITC036079,Annual,Not Seasonally Adjusted
2011-01-01,361.0,NY,New York,Putnam County,NY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Putnam County, NY",FBITC036079,Annual,Not Seasonally Adjusted
2012-01-01,341.0,NY,New York,Putnam County,NY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Putnam County, NY",FBITC036079,Annual,Not Seasonally Adjusted
2013-01-01,341.0,NY,New York,Putnam County,NY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Putnam County, NY",FBITC036079,Annual,Not Seasonally Adjusted
2014-01-01,360.0,NY,New York,Putnam County,NY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Putnam County, NY",FBITC036079,Annual,Not Seasonally Adjusted
2015-01-01,.,NY,New York,Putnam County,NY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Putnam County, NY",FBITC036079,Annual,Not Seasonally Adjusted
2016-01-01,307.0,NY,New York,Putnam County,NY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Putnam County, NY",FBITC036079,Annual,Not Seasonally Adjusted
2017-01-01,283.0,NY,New York,Putnam County,NY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Putnam County, NY",FBITC036079,Annual,Not Seasonally Adjusted
2018-01-01,168.0,NY,New York,Putnam County,NY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Putnam County, NY",FBITC036079,Annual,Not Seasonally Adjusted
2019-01-01,145.0,NY,New York,Putnam County,NY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Putnam County, NY",FBITC036079,Annual,Not Seasonally Adjusted
2020-01-01,129.0,NY,New York,Putnam County,NY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Putnam County, NY",FBITC036079,Annual,Not Seasonally Adjusted
2004-01-01,47.0,NY,New York,Rockland County,NY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Rockland County, NY",FBITC036087,Annual,Not Seasonally Adjusted
2005-01-01,45.0,NY,New York,Rockland County,NY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Rockland County, NY",FBITC036087,Annual,Not Seasonally Adjusted
2006-01-01,44.0,NY,New York,Rockland County,NY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Rockland County, NY",FBITC036087,Annual,Not Seasonally Adjusted
2007-01-01,64.0,NY,New York,Rockland County,NY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Rockland County, NY",FBITC036087,Annual,Not Seasonally Adjusted
2008-01-01,53.0,NY,New York,Rockland County,NY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Rockland County, NY",FBITC036087,Annual,Not Seasonally Adjusted
2009-01-01,55.0,NY,New York,Rockland County,NY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Rockland County, NY",FBITC036087,Annual,Not Seasonally Adjusted
2010-01-01,53.0,NY,New York,Rockland County,NY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Rockland County, NY",FBITC036087,Annual,Not Seasonally Adjusted
