date,Equifax Subprime Credit Population,msa_state,city,county,state,title,id,frequency,seasonal_adjustment
2014-01-01,19.873817034700316,KS,Wichita,Kingman County,KS,"Equifax Subprime Credit Population for Kingman County, KS",EQFXSUBPRIME020095,Quarterly,Not Seasonally Adjusted
2014-04-01,20.317460317460316,KS,Wichita,Kingman County,KS,"Equifax Subprime Credit Population for Kingman County, KS",EQFXSUBPRIME020095,Quarterly,Not Seasonally Adjusted
2014-07-01,20.833333333333336,KS,Wichita,Kingman County,KS,"Equifax Subprime Credit Population for Kingman County, KS",EQFXSUBPRIME020095,Quarterly,Not Seasonally Adjusted
2014-10-01,18.91025641025641,KS,Wichita,Kingman County,KS,"Equifax Subprime Credit Population for Kingman County, KS",EQFXSUBPRIME020095,Quarterly,Not Seasonally Adjusted
2015-01-01,17.096774193548388,KS,Wichita,Kingman County,KS,"Equifax Subprime Credit Population for Kingman County, KS",EQFXSUBPRIME020095,Quarterly,Not Seasonally Adjusted
2015-04-01,16.50485436893204,KS,Wichita,Kingman County,KS,"Equifax Subprime Credit Population for Kingman County, KS",EQFXSUBPRIME020095,Quarterly,Not Seasonally Adjusted
2015-07-01,18.53035143769968,KS,Wichita,Kingman County,KS,"Equifax Subprime Credit Population for Kingman County, KS",EQFXSUBPRIME020095,Quarterly,Not Seasonally Adjusted
2015-10-01,19.435736677115987,KS,Wichita,Kingman County,KS,"Equifax Subprime Credit Population for Kingman County, KS",EQFXSUBPRIME020095,Quarterly,Not Seasonally Adjusted
2016-01-01,20.37037037037037,KS,Wichita,Kingman County,KS,"Equifax Subprime Credit Population for Kingman County, KS",EQFXSUBPRIME020095,Quarterly,Not Seasonally Adjusted
2016-04-01,20.84592145015106,KS,Wichita,Kingman County,KS,"Equifax Subprime Credit Population for Kingman County, KS",EQFXSUBPRIME020095,Quarterly,Not Seasonally Adjusted
2016-07-01,19.57831325301205,KS,Wichita,Kingman County,KS,"Equifax Subprime Credit Population for Kingman County, KS",EQFXSUBPRIME020095,Quarterly,Not Seasonally Adjusted
2016-10-01,18.84498480243161,KS,Wichita,Kingman County,KS,"Equifax Subprime Credit Population for Kingman County, KS",EQFXSUBPRIME020095,Quarterly,Not Seasonally Adjusted
2017-01-01,18.562874251497004,KS,Wichita,Kingman County,KS,"Equifax Subprime Credit Population for Kingman County, KS",EQFXSUBPRIME020095,Quarterly,Not Seasonally Adjusted
2017-04-01,17.46987951807229,KS,Wichita,Kingman County,KS,"Equifax Subprime Credit Population for Kingman County, KS",EQFXSUBPRIME020095,Quarterly,Not Seasonally Adjusted
2017-07-01,18.100890207715135,KS,Wichita,Kingman County,KS,"Equifax Subprime Credit Population for Kingman County, KS",EQFXSUBPRIME020095,Quarterly,Not Seasonally Adjusted
2017-10-01,18.452380952380953,KS,Wichita,Kingman County,KS,"Equifax Subprime Credit Population for Kingman County, KS",EQFXSUBPRIME020095,Quarterly,Not Seasonally Adjusted
2018-01-01,19.287833827893174,KS,Wichita,Kingman County,KS,"Equifax Subprime Credit Population for Kingman County, KS",EQFXSUBPRIME020095,Quarterly,Not Seasonally Adjusted
2018-04-01,17.964071856287426,KS,Wichita,Kingman County,KS,"Equifax Subprime Credit Population for Kingman County, KS",EQFXSUBPRIME020095,Quarterly,Not Seasonally Adjusted
2018-07-01,19.881305637982198,KS,Wichita,Kingman County,KS,"Equifax Subprime Credit Population for Kingman County, KS",EQFXSUBPRIME020095,Quarterly,Not Seasonally Adjusted
2018-10-01,20.84592145015106,KS,Wichita,Kingman County,KS,"Equifax Subprime Credit Population for Kingman County, KS",EQFXSUBPRIME020095,Quarterly,Not Seasonally Adjusted
2019-01-01,19.637462235649547,KS,Wichita,Kingman County,KS,"Equifax Subprime Credit Population for Kingman County, KS",EQFXSUBPRIME020095,Quarterly,Not Seasonally Adjusted
2019-04-01,18.237082066869302,KS,Wichita,Kingman County,KS,"Equifax Subprime Credit Population for Kingman County, KS",EQFXSUBPRIME020095,Quarterly,Not Seasonally Adjusted
2019-07-01,19.753086419753085,KS,Wichita,Kingman County,KS,"Equifax Subprime Credit Population for Kingman County, KS",EQFXSUBPRIME020095,Quarterly,Not Seasonally Adjusted
2019-10-01,19.25465838509317,KS,Wichita,Kingman County,KS,"Equifax Subprime Credit Population for Kingman County, KS",EQFXSUBPRIME020095,Quarterly,Not Seasonally Adjusted
2020-01-01,18.75,KS,Wichita,Kingman County,KS,"Equifax Subprime Credit Population for Kingman County, KS",EQFXSUBPRIME020095,Quarterly,Not Seasonally Adjusted
2020-04-01,18.125,KS,Wichita,Kingman County,KS,"Equifax Subprime Credit Population for Kingman County, KS",EQFXSUBPRIME020095,Quarterly,Not Seasonally Adjusted
2020-07-01,17.791411042944784,KS,Wichita,Kingman County,KS,"Equifax Subprime Credit Population for Kingman County, KS",EQFXSUBPRIME020095,Quarterly,Not Seasonally Adjusted
2020-10-01,16.819571865443425,KS,Wichita,Kingman County,KS,"Equifax Subprime Credit Population for Kingman County, KS",EQFXSUBPRIME020095,Quarterly,Not Seasonally Adjusted
2021-01-01,17.431192660550458,KS,Wichita,Kingman County,KS,"Equifax Subprime Credit Population for Kingman County, KS",EQFXSUBPRIME020095,Quarterly,Not Seasonally Adjusted
2021-04-01,15.950920245398773,KS,Wichita,Kingman County,KS,"Equifax Subprime Credit Population for Kingman County, KS",EQFXSUBPRIME020095,Quarterly,Not Seasonally Adjusted
2021-07-01,16.516516516516518,KS,Wichita,Kingman County,KS,"Equifax Subprime Credit Population for Kingman County, KS",EQFXSUBPRIME020095,Quarterly,Not Seasonally Adjusted
1999-01-01,40.89147286821706,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
1999-04-01,41.743848215862215,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
1999-07-01,41.152144178936354,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
1999-10-01,42.22218602908842,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2000-01-01,42.7577228454788,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2000-04-01,42.60738865596076,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2000-07-01,41.96467509812473,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2000-10-01,41.13676627769074,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2001-01-01,41.87454795569611,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2001-04-01,41.98703620920876,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2001-07-01,41.87295495022849,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2001-10-01,41.59815984320557,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2002-01-01,41.20674404267295,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2002-04-01,41.14579869378417,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2002-07-01,41.2762808399297,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2002-10-01,40.956228778985604,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2003-01-01,40.544878119368036,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2003-04-01,39.45930585515184,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2003-07-01,39.740940672056205,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2003-10-01,40.35782714515043,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2004-01-01,40.026751379367994,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2004-04-01,39.603123799769556,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2004-07-01,39.456625603677594,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2004-10-01,39.45557959654328,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2005-01-01,38.716316408447106,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2005-04-01,37.96720891507621,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2005-07-01,38.07403996213575,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2005-10-01,38.498525857596576,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2006-01-01,38.241939578573245,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2006-04-01,37.8355514028132,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2006-07-01,38.00027696994876,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2006-10-01,37.824485537216056,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2007-01-01,37.792017254567575,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2007-04-01,37.20442457988963,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2007-07-01,37.25868966462693,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2007-10-01,38.15372974336339,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2008-01-01,37.81978144570371,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2008-04-01,37.345114637545876,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2008-07-01,37.407723789731364,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2008-10-01,37.46561363031325,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2009-01-01,37.07286687684328,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2009-04-01,36.54112945309219,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2009-07-01,36.39083386378103,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2009-10-01,36.32237831773794,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2010-01-01,35.79460604745555,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2010-04-01,35.49281734062676,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2010-07-01,35.402506981548306,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2010-10-01,35.287692112282485,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2011-01-01,34.66075388026608,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2011-04-01,33.710267015773034,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2011-07-01,33.85860738936257,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2011-10-01,33.859568842790324,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2012-01-01,33.541632127325826,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2012-04-01,33.03523519942765,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2012-07-01,32.92130518234165,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2012-10-01,32.699304270121914,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2013-01-01,31.373148006720637,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2013-04-01,30.876831239578955,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2013-07-01,30.75609697028408,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2013-10-01,30.909683730029347,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2014-01-01,29.979193571531066,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2014-04-01,29.449822735248826,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2014-07-01,29.59110729859175,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2014-10-01,30.016041897662127,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2015-01-01,29.338949944696775,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2015-04-01,28.885085973061386,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2015-07-01,29.076899798642874,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2015-10-01,28.690985383269002,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2016-01-01,28.058401580169335,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2016-04-01,27.70074835866122,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2016-07-01,27.97406438402912,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2016-10-01,28.272991528395146,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2017-01-01,27.607051195461302,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2017-04-01,27.342840512223514,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2017-07-01,27.641329900369417,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2017-10-01,27.78404080767041,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2018-01-01,27.198386916097235,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2018-04-01,26.643772791337618,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2018-07-01,26.750336870942238,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2018-10-01,27.066783694601533,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2019-01-01,26.58409819750083,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2019-04-01,26.2967895310316,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2019-07-01,26.565978963070208,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2019-10-01,26.854815245853942,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2020-01-01,26.30374278683416,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2020-04-01,24.845607242128946,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2020-07-01,24.198317034341596,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2020-10-01,23.864982020054974,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2021-01-01,22.765067115917613,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2021-04-01,22.12236432768752,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
2021-07-01,22.202300588648267,NY,New York,Kings County,NY,"Equifax Subprime Credit Population for Kings County, NY",EQFXSUBPRIME036047,Quarterly,Not Seasonally Adjusted
1999-01-01,24.61414575224802,IL,Chicago,Lake County,IL,"Equifax Subprime Credit Population for Lake County, IL",EQFXSUBPRIME017097,Quarterly,Not Seasonally Adjusted
1999-04-01,24.802605165722444,IL,Chicago,Lake County,IL,"Equifax Subprime Credit Population for Lake County, IL",EQFXSUBPRIME017097,Quarterly,Not Seasonally Adjusted
1999-07-01,23.97884350415574,IL,Chicago,Lake County,IL,"Equifax Subprime Credit Population for Lake County, IL",EQFXSUBPRIME017097,Quarterly,Not Seasonally Adjusted
1999-10-01,24.190931217885154,IL,Chicago,Lake County,IL,"Equifax Subprime Credit Population for Lake County, IL",EQFXSUBPRIME017097,Quarterly,Not Seasonally Adjusted
2000-01-01,24.22860209283606,IL,Chicago,Lake County,IL,"Equifax Subprime Credit Population for Lake County, IL",EQFXSUBPRIME017097,Quarterly,Not Seasonally Adjusted
2000-04-01,24.42954807777679,IL,Chicago,Lake County,IL,"Equifax Subprime Credit Population for Lake County, IL",EQFXSUBPRIME017097,Quarterly,Not Seasonally Adjusted
2000-07-01,24.03107580213317,IL,Chicago,Lake County,IL,"Equifax Subprime Credit Population for Lake County, IL",EQFXSUBPRIME017097,Quarterly,Not Seasonally Adjusted
2000-10-01,23.839609131496925,IL,Chicago,Lake County,IL,"Equifax Subprime Credit Population for Lake County, IL",EQFXSUBPRIME017097,Quarterly,Not Seasonally Adjusted
2001-01-01,24.774398395721924,IL,Chicago,Lake County,IL,"Equifax Subprime Credit Population for Lake County, IL",EQFXSUBPRIME017097,Quarterly,Not Seasonally Adjusted
2001-04-01,24.734996906578676,IL,Chicago,Lake County,IL,"Equifax Subprime Credit Population for Lake County, IL",EQFXSUBPRIME017097,Quarterly,Not Seasonally Adjusted
2001-07-01,24.623442003978727,IL,Chicago,Lake County,IL,"Equifax Subprime Credit Population for Lake County, IL",EQFXSUBPRIME017097,Quarterly,Not Seasonally Adjusted
2001-10-01,24.78205230744621,IL,Chicago,Lake County,IL,"Equifax Subprime Credit Population for Lake County, IL",EQFXSUBPRIME017097,Quarterly,Not Seasonally Adjusted
2002-01-01,24.678961475377044,IL,Chicago,Lake County,IL,"Equifax Subprime Credit Population for Lake County, IL",EQFXSUBPRIME017097,Quarterly,Not Seasonally Adjusted
2002-04-01,25.312524882554342,IL,Chicago,Lake County,IL,"Equifax Subprime Credit Population for Lake County, IL",EQFXSUBPRIME017097,Quarterly,Not Seasonally Adjusted
2002-07-01,24.88555643251776,IL,Chicago,Lake County,IL,"Equifax Subprime Credit Population for Lake County, IL",EQFXSUBPRIME017097,Quarterly,Not Seasonally Adjusted
2002-10-01,25.613610645022828,IL,Chicago,Lake County,IL,"Equifax Subprime Credit Population for Lake County, IL",EQFXSUBPRIME017097,Quarterly,Not Seasonally Adjusted
2003-01-01,25.930123495388465,IL,Chicago,Lake County,IL,"Equifax Subprime Credit Population for Lake County, IL",EQFXSUBPRIME017097,Quarterly,Not Seasonally Adjusted
2003-04-01,25.63296054675365,IL,Chicago,Lake County,IL,"Equifax Subprime Credit Population for Lake County, IL",EQFXSUBPRIME017097,Quarterly,Not Seasonally Adjusted
2003-07-01,25.82705472903201,IL,Chicago,Lake County,IL,"Equifax Subprime Credit Population for Lake County, IL",EQFXSUBPRIME017097,Quarterly,Not Seasonally Adjusted
2003-10-01,25.889041514041516,IL,Chicago,Lake County,IL,"Equifax Subprime Credit Population for Lake County, IL",EQFXSUBPRIME017097,Quarterly,Not Seasonally Adjusted
2004-01-01,25.862730061349694,IL,Chicago,Lake County,IL,"Equifax Subprime Credit Population for Lake County, IL",EQFXSUBPRIME017097,Quarterly,Not Seasonally Adjusted
2004-04-01,25.49884881043745,IL,Chicago,Lake County,IL,"Equifax Subprime Credit Population for Lake County, IL",EQFXSUBPRIME017097,Quarterly,Not Seasonally Adjusted
2004-07-01,25.195917275125197,IL,Chicago,Lake County,IL,"Equifax Subprime Credit Population for Lake County, IL",EQFXSUBPRIME017097,Quarterly,Not Seasonally Adjusted
2004-10-01,25.07364474539959,IL,Chicago,Lake County,IL,"Equifax Subprime Credit Population for Lake County, IL",EQFXSUBPRIME017097,Quarterly,Not Seasonally Adjusted
2005-01-01,24.740967310265724,IL,Chicago,Lake County,IL,"Equifax Subprime Credit Population for Lake County, IL",EQFXSUBPRIME017097,Quarterly,Not Seasonally Adjusted
2005-04-01,24.30859360139993,IL,Chicago,Lake County,IL,"Equifax Subprime Credit Population for Lake County, IL",EQFXSUBPRIME017097,Quarterly,Not Seasonally Adjusted
2005-07-01,24.78742787731552,IL,Chicago,Lake County,IL,"Equifax Subprime Credit Population for Lake County, IL",EQFXSUBPRIME017097,Quarterly,Not Seasonally Adjusted
2005-10-01,25.149428765983206,IL,Chicago,Lake County,IL,"Equifax Subprime Credit Population for Lake County, IL",EQFXSUBPRIME017097,Quarterly,Not Seasonally Adjusted
2006-01-01,24.78661530327064,IL,Chicago,Lake County,IL,"Equifax Subprime Credit Population for Lake County, IL",EQFXSUBPRIME017097,Quarterly,Not Seasonally Adjusted
2006-04-01,24.013890461631373,IL,Chicago,Lake County,IL,"Equifax Subprime Credit Population for Lake County, IL",EQFXSUBPRIME017097,Quarterly,Not Seasonally Adjusted
2006-07-01,24.176362061824616,IL,Chicago,Lake County,IL,"Equifax Subprime Credit Population for Lake County, IL",EQFXSUBPRIME017097,Quarterly,Not Seasonally Adjusted
2006-10-01,24.355971896955502,IL,Chicago,Lake County,IL,"Equifax Subprime Credit Population for Lake County, IL",EQFXSUBPRIME017097,Quarterly,Not Seasonally Adjusted
2007-01-01,24.482485577466914,IL,Chicago,Lake County,IL,"Equifax Subprime Credit Population for Lake County, IL",EQFXSUBPRIME017097,Quarterly,Not Seasonally Adjusted
2007-04-01,23.951760445058433,IL,Chicago,Lake County,IL,"Equifax Subprime Credit Population for Lake County, IL",EQFXSUBPRIME017097,Quarterly,Not Seasonally Adjusted
2007-07-01,24.149229279916597,IL,Chicago,Lake County,IL,"Equifax Subprime Credit Population for Lake County, IL",EQFXSUBPRIME017097,Quarterly,Not Seasonally Adjusted
2007-10-01,24.915952102141805,IL,Chicago,Lake County,IL,"Equifax Subprime Credit Population for Lake County, IL",EQFXSUBPRIME017097,Quarterly,Not Seasonally Adjusted
2008-01-01,24.63795731707317,IL,Chicago,Lake County,IL,"Equifax Subprime Credit Population for Lake County, IL",EQFXSUBPRIME017097,Quarterly,Not Seasonally Adjusted
2008-04-01,24.66669228109271,IL,Chicago,Lake County,IL,"Equifax Subprime Credit Population for Lake County, IL",EQFXSUBPRIME017097,Quarterly,Not Seasonally Adjusted
2008-07-01,24.964593301435407,IL,Chicago,Lake County,IL,"Equifax Subprime Credit Population for Lake County, IL",EQFXSUBPRIME017097,Quarterly,Not Seasonally Adjusted
