date,Equifax Subprime Credit Population,msa_state,city,county,state,title,id,frequency,seasonal_adjustment
2020-01-01,26.156395962031038,TX,Dallas,Denton County,TX,"Equifax Subprime Credit Population for Denton County, TX",EQFXSUBPRIME048121,Quarterly,Not Seasonally Adjusted
2020-04-01,24.986551909628833,TX,Dallas,Denton County,TX,"Equifax Subprime Credit Population for Denton County, TX",EQFXSUBPRIME048121,Quarterly,Not Seasonally Adjusted
2020-07-01,24.690557585759755,TX,Dallas,Denton County,TX,"Equifax Subprime Credit Population for Denton County, TX",EQFXSUBPRIME048121,Quarterly,Not Seasonally Adjusted
2020-10-01,24.46573108950096,TX,Dallas,Denton County,TX,"Equifax Subprime Credit Population for Denton County, TX",EQFXSUBPRIME048121,Quarterly,Not Seasonally Adjusted
2021-01-01,23.521610010668052,TX,Dallas,Denton County,TX,"Equifax Subprime Credit Population for Denton County, TX",EQFXSUBPRIME048121,Quarterly,Not Seasonally Adjusted
2021-04-01,22.938291319721685,TX,Dallas,Denton County,TX,"Equifax Subprime Credit Population for Denton County, TX",EQFXSUBPRIME048121,Quarterly,Not Seasonally Adjusted
2021-07-01,22.952986165785628,TX,Dallas,Denton County,TX,"Equifax Subprime Credit Population for Denton County, TX",EQFXSUBPRIME048121,Quarterly,Not Seasonally Adjusted
1999-01-01,45.981308411214954,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
1999-04-01,46.39807897545358,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
1999-07-01,44.77211796246649,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
1999-10-01,44.74105712760277,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2000-01-01,44.77927570711076,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2000-04-01,44.21768707482993,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2000-07-01,44.131935566351316,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2000-10-01,46.315494536284675,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2001-01-01,46.57097288676236,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2001-04-01,45.911458333333336,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2001-07-01,45.527197731374066,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2001-10-01,44.355041488559216,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2002-01-01,44.73749075671679,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2002-04-01,45.05440158259149,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2002-07-01,44.50642735871938,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2002-10-01,44.72094708866876,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2003-01-01,44.676206645646374,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2003-04-01,43.856287425149695,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2003-07-01,44.2239546420978,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2003-10-01,44.49172576832151,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2004-01-01,44.190968955785515,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2004-04-01,43.82442213401821,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2004-07-01,43.56949458483754,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2004-10-01,44.49190647482014,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2005-01-01,43.85026737967914,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2005-04-01,42.5555311194194,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2005-07-01,43.11745334796927,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2005-10-01,43.70659722222222,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2006-01-01,43.96626297577855,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2006-04-01,43.678656041352575,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2006-07-01,43.393837062051496,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2006-10-01,43.56415055105011,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2007-01-01,43.012517956084544,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2007-04-01,42.78728606356968,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2007-07-01,43.40648278639018,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2007-10-01,44.798862251117434,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2008-01-01,44.42860052963944,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2008-04-01,44.065372829417775,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2008-07-01,44.00243555916379,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2008-10-01,43.67330516998592,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2009-01-01,43.438822817980245,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2009-04-01,43.24596774193548,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2009-07-01,43.54258296681328,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2009-10-01,43.90923566878981,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2010-01-01,43.196202531645575,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2010-04-01,43.003749753305705,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2010-07-01,43.13111545988259,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2010-10-01,43.54932866316404,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2011-01-01,43.09810003877472,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2011-04-01,42.09917036465367,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2011-07-01,42.56095219811864,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2011-10-01,43.148465789975226,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2012-01-01,43.09591642924976,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2012-04-01,42.65760664401661,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2012-07-01,42.83837056504599,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2012-10-01,43.030642750373694,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2013-01-01,42.83870967741936,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2013-04-01,42.770753161077515,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2013-07-01,42.34234234234234,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2013-10-01,41.6930658218937,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2014-01-01,41.18264520643807,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2014-04-01,40.4163052905464,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2014-07-01,40.15829318651067,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2014-10-01,40.77702702702703,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2015-01-01,40.34911043974488,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2015-04-01,40.24834437086093,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2015-07-01,40.387456903628305,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2015-10-01,40.429338103756706,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2016-01-01,40.022694115739995,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2016-04-01,39.329268292682926,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2016-07-01,38.84846567541917,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2016-10-01,38.9159465828751,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2017-01-01,38.09598249179303,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2017-04-01,37.83317654437128,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2017-07-01,37.33021077283372,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2017-10-01,37.8886815920398,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2018-01-01,37.215466167758024,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2018-04-01,36.54562383612663,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2018-07-01,36.77736777367774,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2018-10-01,37.69265985045018,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2019-01-01,36.717917491246766,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2019-04-01,36.495907850863894,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2019-07-01,36.716146622235684,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2019-10-01,36.101083032490976,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2020-01-01,36.05553896685578,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2020-04-01,35.002981514609424,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2020-07-01,34.318823354627845,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2020-10-01,34.066420664206646,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2021-01-01,32.92575132586918,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2021-04-01,32.73291008415769,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
2021-07-01,31.97031431897555,SC,Charleston,Dorchester County,SC,"Equifax Subprime Credit Population for Dorchester County, SC",EQFXSUBPRIME045035,Quarterly,Not Seasonally Adjusted
1999-01-01,27.31637552354684,NY,New York,Dutchess County,NY,"Equifax Subprime Credit Population for Dutchess County, NY",EQFXSUBPRIME036027,Quarterly,Not Seasonally Adjusted
1999-04-01,27.58021663601063,NY,New York,Dutchess County,NY,"Equifax Subprime Credit Population for Dutchess County, NY",EQFXSUBPRIME036027,Quarterly,Not Seasonally Adjusted
1999-07-01,26.36261376418857,NY,New York,Dutchess County,NY,"Equifax Subprime Credit Population for Dutchess County, NY",EQFXSUBPRIME036027,Quarterly,Not Seasonally Adjusted
1999-10-01,26.29035574748098,NY,New York,Dutchess County,NY,"Equifax Subprime Credit Population for Dutchess County, NY",EQFXSUBPRIME036027,Quarterly,Not Seasonally Adjusted
2000-01-01,26.50969247944788,NY,New York,Dutchess County,NY,"Equifax Subprime Credit Population for Dutchess County, NY",EQFXSUBPRIME036027,Quarterly,Not Seasonally Adjusted
2000-04-01,26.267513355508516,NY,New York,Dutchess County,NY,"Equifax Subprime Credit Population for Dutchess County, NY",EQFXSUBPRIME036027,Quarterly,Not Seasonally Adjusted
2000-07-01,26.138415245737214,NY,New York,Dutchess County,NY,"Equifax Subprime Credit Population for Dutchess County, NY",EQFXSUBPRIME036027,Quarterly,Not Seasonally Adjusted
2000-10-01,25.803959439884117,NY,New York,Dutchess County,NY,"Equifax Subprime Credit Population for Dutchess County, NY",EQFXSUBPRIME036027,Quarterly,Not Seasonally Adjusted
2001-01-01,26.008583690987123,NY,New York,Dutchess County,NY,"Equifax Subprime Credit Population for Dutchess County, NY",EQFXSUBPRIME036027,Quarterly,Not Seasonally Adjusted
2001-04-01,25.836325836325834,NY,New York,Dutchess County,NY,"Equifax Subprime Credit Population for Dutchess County, NY",EQFXSUBPRIME036027,Quarterly,Not Seasonally Adjusted
2001-07-01,26.179775280898877,NY,New York,Dutchess County,NY,"Equifax Subprime Credit Population for Dutchess County, NY",EQFXSUBPRIME036027,Quarterly,Not Seasonally Adjusted
2001-10-01,26.28476699207957,NY,New York,Dutchess County,NY,"Equifax Subprime Credit Population for Dutchess County, NY",EQFXSUBPRIME036027,Quarterly,Not Seasonally Adjusted
2002-01-01,26.130930489150423,NY,New York,Dutchess County,NY,"Equifax Subprime Credit Population for Dutchess County, NY",EQFXSUBPRIME036027,Quarterly,Not Seasonally Adjusted
2002-04-01,26.243347403193244,NY,New York,Dutchess County,NY,"Equifax Subprime Credit Population for Dutchess County, NY",EQFXSUBPRIME036027,Quarterly,Not Seasonally Adjusted
2002-07-01,25.950742484607026,NY,New York,Dutchess County,NY,"Equifax Subprime Credit Population for Dutchess County, NY",EQFXSUBPRIME036027,Quarterly,Not Seasonally Adjusted
2002-10-01,25.97402597402597,NY,New York,Dutchess County,NY,"Equifax Subprime Credit Population for Dutchess County, NY",EQFXSUBPRIME036027,Quarterly,Not Seasonally Adjusted
2003-01-01,25.759351059035602,NY,New York,Dutchess County,NY,"Equifax Subprime Credit Population for Dutchess County, NY",EQFXSUBPRIME036027,Quarterly,Not Seasonally Adjusted
2003-04-01,25.464834276475344,NY,New York,Dutchess County,NY,"Equifax Subprime Credit Population for Dutchess County, NY",EQFXSUBPRIME036027,Quarterly,Not Seasonally Adjusted
2003-07-01,25.174574753804833,NY,New York,Dutchess County,NY,"Equifax Subprime Credit Population for Dutchess County, NY",EQFXSUBPRIME036027,Quarterly,Not Seasonally Adjusted
2003-10-01,25.849308961212664,NY,New York,Dutchess County,NY,"Equifax Subprime Credit Population for Dutchess County, NY",EQFXSUBPRIME036027,Quarterly,Not Seasonally Adjusted
2004-01-01,25.78633164038136,NY,New York,Dutchess County,NY,"Equifax Subprime Credit Population for Dutchess County, NY",EQFXSUBPRIME036027,Quarterly,Not Seasonally Adjusted
2004-04-01,25.43647596024711,NY,New York,Dutchess County,NY,"Equifax Subprime Credit Population for Dutchess County, NY",EQFXSUBPRIME036027,Quarterly,Not Seasonally Adjusted
2004-07-01,25.34657007423307,NY,New York,Dutchess County,NY,"Equifax Subprime Credit Population for Dutchess County, NY",EQFXSUBPRIME036027,Quarterly,Not Seasonally Adjusted
2004-10-01,25.640336736521586,NY,New York,Dutchess County,NY,"Equifax Subprime Credit Population for Dutchess County, NY",EQFXSUBPRIME036027,Quarterly,Not Seasonally Adjusted
2005-01-01,25.221709826179495,NY,New York,Dutchess County,NY,"Equifax Subprime Credit Population for Dutchess County, NY",EQFXSUBPRIME036027,Quarterly,Not Seasonally Adjusted
2005-04-01,24.723083739477183,NY,New York,Dutchess County,NY,"Equifax Subprime Credit Population for Dutchess County, NY",EQFXSUBPRIME036027,Quarterly,Not Seasonally Adjusted
2005-07-01,24.68371228877289,NY,New York,Dutchess County,NY,"Equifax Subprime Credit Population for Dutchess County, NY",EQFXSUBPRIME036027,Quarterly,Not Seasonally Adjusted
2005-10-01,25.59612846458425,NY,New York,Dutchess County,NY,"Equifax Subprime Credit Population for Dutchess County, NY",EQFXSUBPRIME036027,Quarterly,Not Seasonally Adjusted
2006-01-01,25.340719247340193,NY,New York,Dutchess County,NY,"Equifax Subprime Credit Population for Dutchess County, NY",EQFXSUBPRIME036027,Quarterly,Not Seasonally Adjusted
2006-04-01,25.09010989010989,NY,New York,Dutchess County,NY,"Equifax Subprime Credit Population for Dutchess County, NY",EQFXSUBPRIME036027,Quarterly,Not Seasonally Adjusted
2006-07-01,25.09659290481208,NY,New York,Dutchess County,NY,"Equifax Subprime Credit Population for Dutchess County, NY",EQFXSUBPRIME036027,Quarterly,Not Seasonally Adjusted
2006-10-01,25.435236768802227,NY,New York,Dutchess County,NY,"Equifax Subprime Credit Population for Dutchess County, NY",EQFXSUBPRIME036027,Quarterly,Not Seasonally Adjusted
2007-01-01,24.94331065759637,NY,New York,Dutchess County,NY,"Equifax Subprime Credit Population for Dutchess County, NY",EQFXSUBPRIME036027,Quarterly,Not Seasonally Adjusted
2007-04-01,24.859538421644046,NY,New York,Dutchess County,NY,"Equifax Subprime Credit Population for Dutchess County, NY",EQFXSUBPRIME036027,Quarterly,Not Seasonally Adjusted
2007-07-01,25.16407599309154,NY,New York,Dutchess County,NY,"Equifax Subprime Credit Population for Dutchess County, NY",EQFXSUBPRIME036027,Quarterly,Not Seasonally Adjusted
2007-10-01,25.486262538159615,NY,New York,Dutchess County,NY,"Equifax Subprime Credit Population for Dutchess County, NY",EQFXSUBPRIME036027,Quarterly,Not Seasonally Adjusted
2008-01-01,25.290266259275423,NY,New York,Dutchess County,NY,"Equifax Subprime Credit Population for Dutchess County, NY",EQFXSUBPRIME036027,Quarterly,Not Seasonally Adjusted
2008-04-01,24.69265893923428,NY,New York,Dutchess County,NY,"Equifax Subprime Credit Population for Dutchess County, NY",EQFXSUBPRIME036027,Quarterly,Not Seasonally Adjusted
2008-07-01,24.890177473203305,NY,New York,Dutchess County,NY,"Equifax Subprime Credit Population for Dutchess County, NY",EQFXSUBPRIME036027,Quarterly,Not Seasonally Adjusted
2008-10-01,25.511095579241655,NY,New York,Dutchess County,NY,"Equifax Subprime Credit Population for Dutchess County, NY",EQFXSUBPRIME036027,Quarterly,Not Seasonally Adjusted
2009-01-01,25.273175890024675,NY,New York,Dutchess County,NY,"Equifax Subprime Credit Population for Dutchess County, NY",EQFXSUBPRIME036027,Quarterly,Not Seasonally Adjusted
2009-04-01,25.024205615702844,NY,New York,Dutchess County,NY,"Equifax Subprime Credit Population for Dutchess County, NY",EQFXSUBPRIME036027,Quarterly,Not Seasonally Adjusted
2009-07-01,25.323931247245486,NY,New York,Dutchess County,NY,"Equifax Subprime Credit Population for Dutchess County, NY",EQFXSUBPRIME036027,Quarterly,Not Seasonally Adjusted
2009-10-01,25.887025595763458,NY,New York,Dutchess County,NY,"Equifax Subprime Credit Population for Dutchess County, NY",EQFXSUBPRIME036027,Quarterly,Not Seasonally Adjusted
2010-01-01,25.62698693041328,NY,New York,Dutchess County,NY,"Equifax Subprime Credit Population for Dutchess County, NY",EQFXSUBPRIME036027,Quarterly,Not Seasonally Adjusted
2010-04-01,25.576464351974554,NY,New York,Dutchess County,NY,"Equifax Subprime Credit Population for Dutchess County, NY",EQFXSUBPRIME036027,Quarterly,Not Seasonally Adjusted
2010-07-01,25.69511872186424,NY,New York,Dutchess County,NY,"Equifax Subprime Credit Population for Dutchess County, NY",EQFXSUBPRIME036027,Quarterly,Not Seasonally Adjusted
2010-10-01,25.956403746826577,NY,New York,Dutchess County,NY,"Equifax Subprime Credit Population for Dutchess County, NY",EQFXSUBPRIME036027,Quarterly,Not Seasonally Adjusted
2011-01-01,25.39696464602158,NY,New York,Dutchess County,NY,"Equifax Subprime Credit Population for Dutchess County, NY",EQFXSUBPRIME036027,Quarterly,Not Seasonally Adjusted
2011-04-01,24.469391334853537,NY,New York,Dutchess County,NY,"Equifax Subprime Credit Population for Dutchess County, NY",EQFXSUBPRIME036027,Quarterly,Not Seasonally Adjusted
2011-07-01,24.484217950978664,NY,New York,Dutchess County,NY,"Equifax Subprime Credit Population for Dutchess County, NY",EQFXSUBPRIME036027,Quarterly,Not Seasonally Adjusted
2011-10-01,24.670383151933457,NY,New York,Dutchess County,NY,"Equifax Subprime Credit Population for Dutchess County, NY",EQFXSUBPRIME036027,Quarterly,Not Seasonally Adjusted
2012-01-01,24.47602131438721,NY,New York,Dutchess County,NY,"Equifax Subprime Credit Population for Dutchess County, NY",EQFXSUBPRIME036027,Quarterly,Not Seasonally Adjusted
2012-04-01,24.05232247730913,NY,New York,Dutchess County,NY,"Equifax Subprime Credit Population for Dutchess County, NY",EQFXSUBPRIME036027,Quarterly,Not Seasonally Adjusted
2012-07-01,24.15510494485948,NY,New York,Dutchess County,NY,"Equifax Subprime Credit Population for Dutchess County, NY",EQFXSUBPRIME036027,Quarterly,Not Seasonally Adjusted
2012-10-01,24.245392217968124,NY,New York,Dutchess County,NY,"Equifax Subprime Credit Population for Dutchess County, NY",EQFXSUBPRIME036027,Quarterly,Not Seasonally Adjusted
