date,hpi,pred_1,pred_2,pred_3,pred_4,std_1,std_2,std_3,std_4,AIC,pval,naive_1,naive_2,naive_3,naive_4,city,p,d,q
2011-01-01,151.86045007259236,149.4352818337738,,,,1.565929489896577,,,,52.622318243034016,0.5145051455097572,152.99267301177608,150.00695918696564,148.74054686239714,149.83083561864817,Morgantown,4,1,0
2011-04-01,150.74500080658171,152.57146831883483,151.43874710163763,,,1.7018290904830289,1.6085536470207231,,,53.4540916866344,0.6205451926270997,151.86045007259236,152.99267301177608,150.00695918696564,148.74054686239714,Morgantown,4,1,0
2011-07-01,150.55210356509113,149.93349178546458,151.52956840493283,149.12781506561254,,1.6718337910629981,1.8828818458802916,1.8383190424869342,,53.2821151456298,0.5712139800775773,150.74500080658171,151.86045007259236,152.99267301177608,150.00695918696564,Morgantown,4,1,0
2011-10-01,153.21911759961284,150.5836280204541,150.12039834061886,151.55273474405666,150.33068336163564,1.6879085817082458,1.8676244930452714,2.284006808970028,1.851189509586623,53.31673677926115,0.6134787311465577,150.55210356509113,150.74500080658171,151.86045007259236,152.99267301177608,Morgantown,4,1,0
2012-01-01,150.9462848846588,152.27534748235135,151.12760519648725,150.8227052772816,151.697807022566,1.800708995618476,1.8650074706321575,2.1662510395472414,2.4254801004987625,54.549484888742235,0.7309809817026549,153.21911759961284,150.55210356509113,150.74500080658171,151.86045007259236,Morgantown,4,1,0
2012-04-01,153.3197596386514,151.4486070090604,152.39630621866422,151.09180998991866,151.0511273446874,1.6857324992886429,2.0316831705299285,2.1688171199271578,2.202286373277098,53.10887863487297,0.5887914183875603,150.9462848846588,153.21911759961284,150.55210356509113,150.74500080658171,Morgantown,4,1,0
2012-07-01,154.18360380706565,152.05293528390018,151.75683972189083,151.83395484711522,151.0833076506365,1.7465282140965417,1.824109596357299,2.300217497140858,2.227145875713536,53.91070712344198,0.6381884610007902,153.3197596386514,150.9462848846588,153.21911759961284,150.55210356509113,Morgantown,4,1,0
2012-10-01,153.16879658009356,154.07522186332682,152.54676819564736,151.4974627786309,152.24973756112243,1.634621773436626,1.8508906461777266,1.968510886614935,2.4051462286896648,52.96843228272175,0.43080396595951403,154.18360380706565,153.3197596386514,150.9462848846588,153.21911759961284,Morgantown,4,1,0
2013-01-01,153.3365333118245,152.52158300844926,154.02140218232478,152.3598343856783,151.5480420368584,1.4671251807172534,1.9544982555427068,2.12951812705865,2.186687735989855,50.40756496073889,0.5459568801779908,153.16879658009356,154.18360380706565,153.3197596386514,150.9462848846588,Morgantown,4,1,0
2013-04-01,158.15896434908856,154.17066267160743,153.61340142711174,155.2666585874473,152.43089743330046,1.455617107750138,1.699872257681805,2.3039306495574854,2.3063053508290356,50.34068875507617,0.5890911996156647,153.3365333118245,153.16879658009356,154.18360380706565,153.3197596386514,Morgantown,4,1,0
2013-07-01,157.40414905629942,154.4390984009776,153.925936303632,153.69495744162364,155.13860239674855,1.2635262670228744,1.637113720239895,1.793429358650889,2.892394607614905,50.419632730108916,0.33021883820547304,158.15896434908856,153.3365333118245,153.16879658009356,154.18360380706565,Morgantown,4,1,0
2013-10-01,159.29957412485885,156.7505729031838,156.06909846924074,153.46513367727124,153.09497338110563,1.4772728575036795,1.294460973784808,1.7069948105370192,1.9509442833704833,52.38450009144083,0.4009252019452266,157.40414905629942,158.15896434908856,153.3365333118245,153.16879658009356,Morgantown,4,1,0
2014-01-01,160.18857880303275,161.4297681962039,159.30983707026297,158.1972982360633,153.79589178387243,1.5427532568774893,1.694470466206261,1.568446289025597,1.907564583221294,52.8595084617555,0.3949622132411882,159.29957412485885,157.40414905629942,158.15896434908856,153.3365333118245,Morgantown,4,1,0
2014-04-01,156.3138603000484,162.6833858524106,162.53965073199745,160.9766032676349,157.7475230519428,1.458266208510805,1.756103334876702,1.9609754146410976,2.0205813129417094,52.038605603173664,0.29518397618173103,160.18857880303275,159.29957412485885,157.40414905629942,158.15896434908856,Morgantown,4,1,0
2014-07-01,161.65627520567833,158.2227206769205,162.05159598460457,163.023498442917,159.26301715815822,2.0497282310785967,1.652299456229811,2.1840135121051802,2.542003927734446,57.75653110571579,0.6947395956613294,156.3138603000484,160.18857880303275,159.29957412485885,157.40414905629942,Morgantown,4,1,0
2014-10-01,161.93304081303435,159.5101915295373,157.8717813887358,164.2714654350744,165.15334141302696,2.1781908851374028,2.5019731473318267,2.089430410327093,2.9472481610760437,59.33390247171149,0.706543003512712,161.65627520567833,156.3138603000484,160.18857880303275,159.29957412485885,Morgantown,4,1,0
2015-01-01,159.00603484432972,159.61372652278726,158.79484470247615,156.4373444003031,164.8921850548102,2.233239786768204,2.4341927396340832,2.9573793708271654,2.661030895521695,59.82886792039815,0.6608488118007914,161.93304081303435,161.65627520567833,156.3138603000484,160.18857880303275,Morgantown,4,1,0
2015-04-01,171.04953218261008,162.99135243393084,162.6524388525125,161.410026427647,157.9459006782807,1.8352238367579994,2.6943540638474905,2.892926035327138,3.743462704568342,57.02086616639872,0.49932965455001294,159.00603484432972,161.93304081303435,161.65627520567833,156.3138603000484,Morgantown,4,1,0
2015-07-01,164.05491046943055,166.76380900949994,160.130088045496,161.97154588382475,159.30643411885032,2.749871592646396,2.4395882367092097,3.085795482134842,3.681896703603703,66.60912078393434,0.5982462459239662,171.04953218261008,159.00603484432972,161.93304081303435,161.65627520567833,Morgantown,4,1,0
2015-10-01,166.6967639941926,168.28270605538617,167.91317817476184,159.12503198518368,160.8782832174291,2.7395108254675082,3.417910906729421,2.8658991763325465,3.991950759606142,66.62523504002677,0.6325654183955915,164.05491046943055,171.04953218261008,159.00603484432972,161.93304081303435,Morgantown,4,1,0
2016-01-01,166.36129053073077,172.88933787240956,173.74988102328214,175.7662653116025,162.1900646611528,2.762322555609732,3.081291336488902,4.358203587019743,3.5648872588937635,66.55108439535204,0.7223900974367066,166.6967639941926,164.05491046943055,171.04953218261008,159.00603484432972,Morgantown,4,1,0
2016-04-01,166.95675592837554,164.10918036955385,165.10265016367532,166.832864435131,169.0740809656408,3.150494634295182,3.0814992753975634,4.137220759577712,6.146092532579052,67.56002203070908,0.7438579388717261,166.36129053073077,166.6967639941926,164.05491046943055,171.04953218261008,Morgantown,4,1,0
2016-07-01,174.16943539280527,166.26921427344658,166.49454832587548,171.92951460476516,174.8342611457823,3.153021333656997,3.3073490623507906,3.9685864110030953,5.676861110360997,67.61963084566165,0.5445831712044973,166.95675592837554,166.36129053073077,166.6967639941926,164.05491046943055,Morgantown,4,1,0
2016-10-01,174.34555896112275,169.6319966350734,167.1400381918086,164.89615949012133,171.67289742178264,3.7749314833338996,3.2232487422044884,4.051056513324849,5.41343630773508,71.4405654392416,0.67512934587772,174.16943539280527,166.95675592837554,166.36129053073077,166.6967639941926,Morgantown,4,1,0
