quarter,date,msa_state,year,city,hpi,weekly_wages,rpp,population,gdp,unemployment_rate,crimes,subprime,poverty,patents,private_establishments,premature_death_rate,snap
2,2017-04-01,OH,2017,Cincinnati,145.80916697223242,1015.99614055046,93.428,2205.111,141265.278,4.4,7580.0,27.040505084008334,12.02097086293174,212.0,52348.0,498.2910597417807,209010.0
3,2017-07-01,OH,2017,Cincinnati,148.18910630354344,1014.8081797534,93.428,2205.111,141265.278,4.3,7580.0,27.25454551542009,12.02097086293174,238.0,52544.0,498.2910597417807,209010.0
4,2017-10-01,OH,2017,Cincinnati,148.62587419580652,1017.13949317886,93.428,2205.111,141265.278,4.1,7580.0,27.31758942154896,12.02097086293174,252.0,52762.0,498.2910597417807,209010.0
1,2018-01-01,OH,2018,Cincinnati,151.31779059301977,1045.94589016204,94.453,2214.37,147216.32,4.0,5407.0,26.60532601297697,11.827105362339605,396.0,52940.0,481.7159082924123,195330.0
2,2018-04-01,OH,2018,Cincinnati,154.4999566652222,1040.3154955205,94.453,2214.37,147216.32,4.0,5407.0,26.35762351730361,11.827105362339605,234.0,53010.0,481.7159082924123,195330.0
3,2018-07-01,OH,2018,Cincinnati,155.97961932064402,1038.07049886621,94.453,2214.37,147216.32,3.9,5407.0,26.588350117318274,11.827105362339605,231.0,52980.0,481.7159082924123,195330.0
4,2018-10-01,OH,2018,Cincinnati,157.08490949698322,1064.33083077756,94.453,2214.37,147216.32,3.9,5407.0,26.657652961317595,11.827105362339605,284.0,53394.0,481.7159082924123,195330.0
1,2019-01-01,OH,2019,Cincinnati,159.099389979666,1091.6159130004,94.947,2225.262,155975.384,3.8,4663.0,25.95059276010893,11.307590196408716,341.0,53785.0,472.79819209906566,191628.0
2,2019-04-01,OH,2019,Cincinnati,161.9160972032401,1088.87006145444,94.947,2225.262,155975.384,3.7,4663.0,25.737841832493967,11.307590196408716,227.0,53746.0,472.79819209906566,191628.0
3,2019-07-01,OH,2019,Cincinnati,164.5634454481816,1094.73743127848,94.947,2225.262,155975.384,3.7,4663.0,26.156246359542386,11.307590196408716,200.0,54287.0,472.79819209906566,191628.0
4,2019-10-01,OH,2019,Cincinnati,165.69547651588385,1083.71547673828,94.947,2225.262,155975.384,3.7,4663.0,26.354203621077215,11.307590196408716,203.0,54358.0,472.79819209906566,191628.0
1,2020-01-01,OH,2020,Cincinnati,168.3517383912797,1118.15423982453,93.476,2232.907,152618.516,3.7,2298.0,25.523049074893464,10.412570391277317,167.0,54671.0,,
2,2020-04-01,OH,2020,Cincinnati,169.9116237207907,1165.43893106145,93.476,2232.907,152618.516,14.2,2298.0,24.38366462020006,10.412570391277317,125.0,54877.0,,
3,2020-07-01,OH,2020,Cincinnati,173.87818927297576,1181.99424362422,93.476,2232.907,152618.516,8.2,2298.0,24.122520803794664,10.412570391277317,88.0,55653.0,,
4,2020-10-01,OH,2020,Cincinnati,177.37233241108038,1218.79239484791,93.476,2232.907,152618.516,4.7,2298.0,23.935226912157056,10.412570391277317,44.0,56204.0,,
1,2021-01-01,OH,2021,Cincinnati,180.93778459281975,1152.128030788,,,,4.9,,0.0,,,56682.0,,
2,2021-04-01,OH,2021,Cincinnati,189.4948698289943,1184.42128911213,,,,4.6,,0.0,,,57092.0,,
3,2021-07-01,OH,2021,Cincinnati,199.74554485149505,,,,,5.3,,0.0,,,,,
1,2008-01-01,GA,2008,Gainesville,202.15153838461282,727.3631568496049,93.615,184.731,6659.045,4.4,2684.0,38.52087114337568,14.2,0.0,4289.0,309.7,15471.0
2,2008-04-01,GA,2008,Gainesville,195.37905263508782,730.5800757146941,93.615,184.731,6659.045,5.0,2684.0,38.07563281488259,14.2,4.0,4268.0,309.7,15471.0
3,2008-07-01,GA,2008,Gainesville,190.9800060002,727.64279353917,93.615,184.731,6659.045,5.7,2684.0,38.006987695579525,14.2,0.0,4241.0,309.7,15471.0
4,2008-10-01,GA,2008,Gainesville,188.86232541084703,730.4990037580451,93.615,184.731,6659.045,7.1,2684.0,38.53392016998027,14.2,2.0,4290.0,309.7,15471.0
1,2009-01-01,GA,2009,Gainesville,192.04396146538218,722.793669905387,89.896,187.743,6528.086,9.2,2818.0,38.96835057821059,15.1,0.0,4181.0,352.9,22504.0
2,2009-04-01,GA,2009,Gainesville,182.34559818660622,716.046968879513,89.896,187.743,6528.086,9.8,2818.0,38.89058213959159,15.1,1.0,4162.0,352.9,22504.0
3,2009-07-01,GA,2009,Gainesville,179.16396213207108,714.281733237516,89.896,187.743,6528.086,10.0,2818.0,38.88720895071061,15.1,0.0,4163.0,352.9,22504.0
4,2009-10-01,GA,2009,Gainesville,176.35061835394512,758.5342101305811,89.896,187.743,6528.086,10.1,2818.0,39.135708870356325,15.1,0.0,4210.0,352.9,22504.0
1,2010-01-01,GA,2010,Gainesville,165.91567052235075,706.330337484996,94.236,180.07,6671.908,10.1,2790.0,38.629472407519714,17.8,0.0,4085.0,322.3,27489.0
2,2010-04-01,GA,2010,Gainesville,163.64453481782726,722.691675646167,94.236,180.07,6671.908,9.7,2790.0,38.94529474162752,17.8,1.0,4130.0,322.3,27489.0
3,2010-07-01,GA,2010,Gainesville,161.73146104870162,727.626170319788,94.236,180.07,6671.908,9.5,2790.0,38.64909889444192,17.8,0.0,4130.0,322.3,27489.0
4,2010-10-01,GA,2010,Gainesville,162.25320844028133,773.7937457658819,94.236,180.07,6671.908,9.8,2790.0,39.07214942009339,17.8,2.0,4133.0,322.3,27489.0
1,2011-01-01,GA,2011,Gainesville,154.43722790759693,736.257065062562,94.116,182.299,7247.619,9.6,2707.0,38.13597478613237,17.8,1.0,4095.0,335.2,30346.0
2,2011-04-01,GA,2011,Gainesville,143.75675189172975,759.265327629848,94.116,182.299,7247.619,9.0,2707.0,38.41208133971292,17.8,0.0,4066.0,335.2,30346.0
3,2011-07-01,GA,2011,Gainesville,145.1685389512984,797.4424645790871,94.116,182.299,7247.619,8.7,2707.0,38.14540059347181,17.8,2.0,4085.0,335.2,30346.0
4,2011-10-01,GA,2011,Gainesville,146.17111237041235,764.963313099457,94.116,182.299,7247.619,8.5,2707.0,38.28206271362758,17.8,1.0,4107.0,335.2,30346.0
1,2012-01-01,GA,2012,Gainesville,141.06617220574017,777.386935300173,92.789,184.136,7429.86,8.1,2544.0,38.81040892193309,19.3,0.0,4085.0,374.5,31984.0
2,2012-04-01,GA,2012,Gainesville,140.37050901696725,756.059285692942,92.789,184.136,7429.86,7.9,2544.0,38.80952380952381,19.3,0.0,4117.0,374.5,31984.0
3,2012-07-01,GA,2012,Gainesville,137.31163705456848,758.006629524054,92.789,184.136,7429.86,7.7,2544.0,39.09440662918023,19.3,0.0,4127.0,374.5,31984.0
4,2012-10-01,GA,2012,Gainesville,141.2196273209107,780.7340552275369,92.789,184.136,7429.86,7.3,2544.0,39.18819188191882,19.3,1.0,4145.0,374.5,31984.0
1,2013-01-01,GA,2013,Gainesville,141.52653755125172,789.5897028843491,93.379,186.459,7742.71,7.2,2434.0,37.93749099812761,20.8,0.0,4133.0,348.2,30792.0
2,2013-04-01,GA,2013,Gainesville,144.57517917263908,771.0627725833881,93.379,186.459,7742.71,7.0,2434.0,37.475064120832144,20.8,0.0,4169.0,348.2,30792.0
3,2013-07-01,GA,2013,Gainesville,148.16602886762894,776.470338116861,93.379,186.459,7742.71,6.8,2434.0,37.018448182311445,20.8,0.0,4179.0,348.2,30792.0
4,2013-10-01,GA,2013,Gainesville,150.07910263675456,778.887434112532,93.379,186.459,7742.71,6.5,2434.0,37.33639184995277,20.8,1.0,4220.0,348.2,30792.0
1,2014-01-01,GA,2014,Gainesville,153.6904130137671,804.7045626959979,93.571,189.156,8371.102,6.0,2112.0,36.3100026816841,16.8,0.0,4226.0,383.8,32429.0
2,2014-04-01,GA,2014,Gainesville,159.37848261608718,810.91176863832,93.571,189.156,8371.102,6.1,2112.0,35.95537353481147,16.8,2.0,4289.0,383.8,32429.0
3,2014-07-01,GA,2014,Gainesville,164.58572619087303,813.0080911513479,93.571,189.156,8371.102,6.2,2112.0,36.197953175382025,16.8,1.0,4305.0,383.8,32429.0
4,2014-10-01,GA,2014,Gainesville,166.0588952965099,805.934930368045,93.571,189.156,8371.102,5.7,2112.0,36.95140523328257,16.8,0.0,4384.0,383.8,32429.0
1,2015-01-01,GA,2015,Gainesville,170.59093636454548,829.316881690926,92.686,192.249,9017.994,5.2,1954.0,35.787011557512386,16.9,0.0,4375.0,371.7,29433.0
2,2015-04-01,GA,2015,Gainesville,174.44777492583088,828.941548239768,92.686,192.249,9017.994,5.1,1954.0,34.78021978021978,16.9,1.0,4420.0,371.7,29433.0
3,2015-07-01,GA,2015,Gainesville,175.34804493483117,843.470208722915,92.686,192.249,9017.994,4.9,1954.0,34.97959183673469,16.9,0.0,4435.0,371.7,29433.0
4,2015-10-01,GA,2015,Gainesville,177.33273109103638,863.343307910849,92.686,192.249,9017.994,4.7,1954.0,34.77908390758005,16.9,0.0,4478.0,371.7,29433.0
1,2016-01-01,GA,2016,Gainesville,177.629410980366,821.2864004521671,92.216,196.176,9553.457,4.7,2214.0,33.87010198604401,13.7,0.0,4480.0,383.8,24911.0
2,2016-04-01,GA,2016,Gainesville,183.05149171639056,840.235353563266,92.216,196.176,9553.457,4.6,2214.0,33.52980576021433,13.7,0.0,4537.0,383.8,24911.0
3,2016-07-01,GA,2016,Gainesville,188.40196006533552,884.893995442718,92.216,196.176,9553.457,4.6,2214.0,32.45888801879405,13.7,1.0,4552.0,383.8,24911.0
4,2016-10-01,GA,2016,Gainesville,189.2101570052335,858.410883210242,92.216,196.176,9553.457,4.6,2214.0,32.634961439588686,13.7,0.0,4607.0,383.8,24911.0
1,2017-01-01,GA,2017,Gainesville,192.8112370412347,888.6252674226649,92.687,198.854,10438.467,4.3,2072.0,31.45966709346991,13.3,4.0,4224.0,384.8,17924.0
2,2017-04-01,GA,2017,Gainesville,199.40980699356643,887.545887264505,92.687,198.854,10438.467,4.1,2072.0,31.116783663050413,13.3,11.0,4296.0,384.8,17924.0
3,2017-07-01,GA,2017,Gainesville,199.5530317677256,882.575864043709,92.687,198.854,10438.467,3.9,2072.0,31.610287596604586,13.3,3.0,4275.0,384.8,17924.0
4,2017-10-01,GA,2017,Gainesville,202.44821827394244,902.916427494984,92.687,198.854,10438.467,3.7,2072.0,31.356898517673887,13.3,0.0,4289.0,384.8,17924.0
1,2018-01-01,GA,2018,Gainesville,210.77571585719525,901.95157917068,95.424,201.396,11104.232,3.5,1801.0,30.63554484333376,13.2,23.0,4313.0,381.3,19744.0
2,2018-04-01,GA,2018,Gainesville,210.64272142404747,925.045246075678,95.424,201.396,11104.232,3.3,1801.0,30.935798404457387,13.2,22.0,4300.0,381.3,19744.0
3,2018-07-01,GA,2018,Gainesville,211.52253075102502,909.4022989828012,95.424,201.396,11104.232,3.2,1801.0,30.2876694968952,13.2,24.0,4311.0,381.3,19744.0
4,2018-10-01,GA,2018,Gainesville,218.31547718257275,917.048439063085,95.424,201.396,11104.232,3.1,1801.0,30.3863868986694,13.2,34.0,4382.0,381.3,19744.0
1,2019-01-01,GA,2019,Gainesville,219.0827527584253,919.439034325081,93.538,204.31,11805.734,3.2,1567.0,29.91571266826016,13.5,30.0,4412.0,379.7,17968.0
2,2019-04-01,GA,2019,Gainesville,221.9677089236308,951.0499588848012,93.538,204.31,11805.734,3.0,1567.0,30.135270541082164,13.5,18.0,4454.0,379.7,17968.0
3,2019-07-01,GA,2019,Gainesville,225.43579452648424,955.159529419114,93.538,204.31,11805.734,2.9,1567.0,30.02116797410036,13.5,22.0,4526.0,379.7,17968.0
4,2019-10-01,GA,2019,Gainesville,228.75042501416715,947.253018077883,93.538,204.31,11805.734,2.7,1567.0,30.078895463510847,13.5,25.0,4616.0,379.7,17968.0
1,2020-01-01,GA,2020,Gainesville,230.7453415113837,974.560572944774,93.049,206.591,11879.587,2.6,1582.0,29.696895324579703,12.7,18.0,4647.0,,
2,2020-04-01,GA,2020,Gainesville,237.1495349844995,976.376348847171,93.049,206.591,11879.587,10.5,1582.0,28.39719108044844,12.7,33.0,4671.0,,
3,2020-07-01,GA,2020,Gainesville,240.4027834261142,998.767950152598,93.049,206.591,11879.587,5.0,1582.0,28.338242513500244,12.7,34.0,4755.0,,
4,2020-10-01,GA,2020,Gainesville,247.5128704290143,1060.68538759681,93.049,206.591,11879.587,3.7,1582.0,28.89346745848988,12.7,7.0,4875.0,,
1,2021-01-01,GA,2021,Gainesville,253.96821560718692,1010.79769584303,,,,2.7,,0.0,,,4996.0,,
2,2021-04-01,GA,2021,Gainesville,265.65126504216806,1041.92651782444,,,,2.8,,0.0,,,5078.0,,
3,2021-07-01,GA,2021,Gainesville,288.7718357278576,,,,,1.8,,0.0,,,,,
1,2008-01-01,TX,2008,Houston,182.98,1061.54913644002,99.941,5726.705,337185.764,4.3,72834.0,42.341750985555294,13.660563048024356,537.0,124954.0,324.64664638429554,507815.0
2,2008-04-01,TX,2008,Houston,183.47,1070.76198016305,99.941,5726.705,337185.764,4.3,72834.0,42.237748619797244,13.660563048024356,588.0,125830.0,324.64664638429554,507815.0
3,2008-07-01,TX,2008,Houston,184.56,1065.88978704618,99.941,5726.705,337185.764,4.7,72834.0,42.27501206857566,13.660563048024356,671.0,126546.0,324.64664638429554,507815.0
4,2008-10-01,TX,2008,Houston,184.3,1062.96736960639,99.941,5726.705,337185.764,5.3,72834.0,42.213286200365765,13.660563048024356,688.0,127071.0,324.64664638429554,507815.0
1,2009-01-01,TX,2009,Houston,186.7,1040.53810980844,101.12,5867.489,327938.543,5.9,83377.0,41.693180823956546,15.191000336237408,551.0,126899.0,316.1438094072896,581000.0
2,2009-04-01,TX,2009,Houston,185.32,1046.73146744888,101.12,5867.489,327938.543,6.5,83377.0,41.33988290057599,15.191000336237408,501.0,127021.0,316.1438094072896,581000.0
3,2009-07-01,TX,2009,Houston,184.3,1057.55831185353,101.12,5867.489,327938.543,8.1,83377.0,41.35152038880396,15.191000336237408,515.0,127518.0,316.1438094072896,581000.0
4,2009-10-01,TX,2009,Houston,183.91,1068.9045421955,101.12,5867.489,327938.543,8.4,83377.0,41.326442068513515,15.191000336237408,560.0,128176.0,316.1438094072896,581000.0
1,2010-01-01,TX,2010,Houston,182.55,1049.38648924396,101.228,5947.185,353397.184,8.4,82925.0,40.93317113451741,16.487953073597005,602.0,129193.0,308.8146731941246,762604.0
2,2010-04-01,TX,2010,Houston,183.0,1070.0822190963002,101.228,5947.185,353397.184,8.4,82925.0,40.91860854819125,16.487953073597005,623.0,129415.0,308.8146731941246,762604.0
3,2010-07-01,TX,2010,Houston,183.66,1097.67394881858,101.228,5947.185,353397.184,8.2,82925.0,40.94942484793174,16.487953073597005,698.0,130123.0,308.8146731941246,762604.0
4,2010-10-01,TX,2010,Houston,183.4,1106.76842879621,101.228,5947.185,353397.184,8.3,82925.0,41.03160843561595,16.487953073597005,739.0,130925.0,308.8146731941246,762604.0
1,2011-01-01,TX,2011,Houston,180.0,1123.65619076906,98.978,6056.008,382941.351,8.3,17326.0,40.35657875344956,17.20387585353256,740.0,131575.0,303.52880940712095,822106.0
2,2011-04-01,TX,2011,Houston,179.53,1124.37242484106,98.978,6056.008,382941.351,8.3,17326.0,40.054353227337174,17.20387585353256,731.0,131740.0,303.52880940712095,822106.0
3,2011-07-01,TX,2011,Houston,181.05,1168.58304970896,98.978,6056.008,382941.351,8.3,17326.0,40.073085917348656,17.20387585353256,675.0,132783.0,303.52880940712095,822106.0
4,2011-10-01,TX,2011,Houston,181.82,1113.3965965382902,98.978,6056.008,382941.351,7.8,17326.0,40.394407675902556,17.20387585353256,687.0,133985.0,303.52880940712095,822106.0
1,2012-01-01,TX,2012,Houston,182.77,1185.2057407198,100.169,6183.119,406972.648,7.1,76425.0,40.03984444346973,16.392927469130065,756.0,134462.0,310.3646876277167,830857.0
2,2012-04-01,TX,2012,Houston,185.43,1169.45272220455,100.169,6183.119,406972.648,6.8,76425.0,39.64783592313563,16.392927469130065,673.0,134786.0,310.3646876277167,830857.0
3,2012-07-01,TX,2012,Houston,187.06,1167.27871933894,100.169,6183.119,406972.648,6.6,76425.0,39.67685010816408,16.392927469130065,667.0,135812.0,310.3646876277167,830857.0
4,2012-10-01,TX,2012,Houston,188.68,1197.84928893654,100.169,6183.119,406972.648,6.3,76425.0,39.76129229114428,16.392927469130065,790.0,136657.0,310.3646876277167,830857.0
1,2013-01-01,TX,2013,Houston,190.86,1178.78877408563,101.264,6327.622,429918.372,6.3,75270.0,38.69071407419604,16.315659374090295,809.0,137545.0,322.90661878980757,811751.0
2,2013-04-01,TX,2013,Houston,194.77,1198.02374543062,101.264,6327.622,429918.372,6.3,75270.0,38.292563734074896,16.315659374090295,758.0,138487.0,322.90661878980757,811751.0
3,2013-07-01,TX,2013,Houston,199.54,1199.86234782447,101.264,6327.622,429918.372,6.1,75270.0,37.8553351772361,16.315659374090295,878.0,139438.0,322.90661878980757,811751.0
4,2013-10-01,TX,2013,Houston,204.16,1197.8799146902802,101.264,6327.622,429918.372,5.8,75270.0,37.68014706736942,16.315659374090295,904.0,140561.0,322.90661878980757,811751.0
1,2014-01-01,TX,2014,Houston,208.17,1224.79372519951,102.198,6499.375,441959.625,5.5,73010.0,36.9913846980651,15.293514807193,1233.0,141562.0,325.4961066564092,787596.0
2,2014-04-01,TX,2014,Houston,215.71,1237.43340509628,102.198,6499.375,441959.625,5.2,73010.0,36.60054450764094,15.293514807193,1150.0,141809.0,325.4961066564092,787596.0
3,2014-07-01,TX,2014,Houston,223.14,1244.13664629291,102.198,6499.375,441959.625,5.0,73010.0,36.62760243416006,15.293514807193,1210.0,143317.0,325.4961066564092,787596.0
4,2014-10-01,TX,2014,Houston,226.77,1257.89352380888,102.198,6499.375,441959.625,4.7,73010.0,36.76903414171928,15.293514807193,1230.0,144402.0,325.4961066564092,787596.0
1,2015-01-01,TX,2015,Houston,229.58,1261.72346603134,103.68,6670.803,461490.275,4.5,71171.0,36.094464517200926,14.540659377888986,888.0,145059.0,329.02056693924254,803323.0
2,2015-04-01,TX,2015,Houston,235.96,1242.52800850694,103.68,6670.803,461490.275,4.5,71171.0,35.71747774858845,14.540659377888986,1102.0,146187.0,329.02056693924254,803323.0
3,2015-07-01,TX,2015,Houston,238.89,1242.61477025592,103.68,6670.803,461490.275,4.6,71171.0,35.65388067744769,14.540659377888986,965.0,147582.0,329.02056693924254,803323.0
4,2015-10-01,TX,2015,Houston,239.56,1274.90318984108,103.68,6670.803,461490.275,4.8,71171.0,35.43384330351104,14.540659377888986,961.0,148292.0,329.02056693924254,803323.0
1,2016-01-01,TX,2016,Houston,240.15,1197.47125947968,102.535,6806.315,453323.711,4.9,69416.0,34.86526533933949,14.637558282271684,840.0,149636.0,335.3112293950544,861073.0
2,2016-04-01,TX,2016,Houston,245.46,1244.17768748235,102.535,6806.315,453323.711,5.1,69416.0,34.58186525130648,14.637558282271684,894.0,149943.0,335.3112293950544,861073.0
3,2016-07-01,TX,2016,Houston,248.25,1270.66422209471,102.535,6806.315,453323.711,5.4,69416.0,34.59397096493758,14.637558282271684,710.0,150981.0,335.3112293950544,861073.0
4,2016-10-01,TX,2016,Houston,248.84,1225.01142649043,102.535,6806.315,453323.711,5.6,69416.0,34.75936856908521,14.637558282271684,787.0,151800.0,335.3112293950544,861073.0
1,2017-01-01,TX,2017,Houston,251.08,1240.57368447488,100.298,6898.912,473076.363,5.6,60695.0,34.385518660085495,13.820300186464184,882.0,153156.0,341.0280703971872,847295.0
2,2017-04-01,TX,2017,Houston,255.99,1244.8952163413198,100.298,6898.912,473076.363,5.3,60695.0,34.09564428800899,13.820300186464184,812.0,153272.0,341.0280703971872,847295.0
3,2017-07-01,TX,2017,Houston,256.91,1252.80723529857,100.298,6898.912,473076.363,4.9,60695.0,34.05553075787641,13.820300186464184,843.0,154232.0,341.0280703971872,847295.0
4,2017-10-01,TX,2017,Houston,259.86,1263.45369846279,100.298,6898.912,473076.363,4.7,60695.0,33.89866848121355,13.820300186464184,1002.0,155383.0,341.0280703971872,847295.0
1,2018-01-01,TX,2018,Houston,262.37,1282.89352462971,102.241,6974.948,505889.766,4.7,55873.0,33.49057327978574,14.268416366688326,963.0,155763.0,332.12925456935307,789765.0
2,2018-04-01,TX,2018,Houston,266.91,1280.49662959676,102.241,6974.948,505889.766,4.5,55873.0,33.107944846255435,14.268416366688326,981.0,155576.0,332.12925456935307,789765.0
3,2018-07-01,TX,2018,Houston,270.34,1281.89924014318,102.241,6974.948,505889.766,4.3,55873.0,33.43858499823057,14.268416366688326,891.0,156734.0,332.12925456935307,789765.0
4,2018-10-01,TX,2018,Houston,270.37,1299.61453262644,102.241,6974.948,505889.766,4.1,55873.0,33.665944608059164,14.268416366688326,889.0,158405.0,332.12925456935307,789765.0
1,2019-01-01,TX,2019,Houston,273.2,1324.95029184194,101.691,7063.4,509311.54,4.0,64133.0,33.27297170714309,12.912490061443501,979.0,159388.0,330.94302430840673,772732.0
