date,Estimated Percent of People of All Ages in Poverty,msa_state,city,county,state,title,id,frequency,seasonal_adjustment
2010-01-01,13.9,FL,Punta Gorda,Charlotte County,FL,"Estimated Percent of People of All Ages in Poverty for Charlotte County, FL",PPAAFL12015A156NCEN,Annual,Not Seasonally Adjusted
2011-01-01,13.2,FL,Punta Gorda,Charlotte County,FL,"Estimated Percent of People of All Ages in Poverty for Charlotte County, FL",PPAAFL12015A156NCEN,Annual,Not Seasonally Adjusted
2012-01-01,13.8,FL,Punta Gorda,Charlotte County,FL,"Estimated Percent of People of All Ages in Poverty for Charlotte County, FL",PPAAFL12015A156NCEN,Annual,Not Seasonally Adjusted
2013-01-01,14.4,FL,Punta Gorda,Charlotte County,FL,"Estimated Percent of People of All Ages in Poverty for Charlotte County, FL",PPAAFL12015A156NCEN,Annual,Not Seasonally Adjusted
2014-01-01,11.9,FL,Punta Gorda,Charlotte County,FL,"Estimated Percent of People of All Ages in Poverty for Charlotte County, FL",PPAAFL12015A156NCEN,Annual,Not Seasonally Adjusted
2015-01-01,12.4,FL,Punta Gorda,Charlotte County,FL,"Estimated Percent of People of All Ages in Poverty for Charlotte County, FL",PPAAFL12015A156NCEN,Annual,Not Seasonally Adjusted
2016-01-01,12.6,FL,Punta Gorda,Charlotte County,FL,"Estimated Percent of People of All Ages in Poverty for Charlotte County, FL",PPAAFL12015A156NCEN,Annual,Not Seasonally Adjusted
2017-01-01,10.8,FL,Punta Gorda,Charlotte County,FL,"Estimated Percent of People of All Ages in Poverty for Charlotte County, FL",PPAAFL12015A156NCEN,Annual,Not Seasonally Adjusted
2018-01-01,11.1,FL,Punta Gorda,Charlotte County,FL,"Estimated Percent of People of All Ages in Poverty for Charlotte County, FL",PPAAFL12015A156NCEN,Annual,Not Seasonally Adjusted
2019-01-01,11.4,FL,Punta Gorda,Charlotte County,FL,"Estimated Percent of People of All Ages in Poverty for Charlotte County, FL",PPAAFL12015A156NCEN,Annual,Not Seasonally Adjusted
2020-01-01,9.8,FL,Punta Gorda,Charlotte County,FL,"Estimated Percent of People of All Ages in Poverty for Charlotte County, FL",PPAAFL12015A156NCEN,Annual,Not Seasonally Adjusted
1989-01-01,16.9,VA,Charlottesville,Charlottesville City,VA,"Estimated Percent of People of All Ages in Poverty for Charlottesville City, VA",PPAAVA51540A156NCEN,Annual,Not Seasonally Adjusted
1990-01-01,.,VA,Charlottesville,Charlottesville City,VA,"Estimated Percent of People of All Ages in Poverty for Charlottesville City, VA",PPAAVA51540A156NCEN,Annual,Not Seasonally Adjusted
1991-01-01,.,VA,Charlottesville,Charlottesville City,VA,"Estimated Percent of People of All Ages in Poverty for Charlottesville City, VA",PPAAVA51540A156NCEN,Annual,Not Seasonally Adjusted
1992-01-01,.,VA,Charlottesville,Charlottesville City,VA,"Estimated Percent of People of All Ages in Poverty for Charlottesville City, VA",PPAAVA51540A156NCEN,Annual,Not Seasonally Adjusted
1993-01-01,22.7,VA,Charlottesville,Charlottesville City,VA,"Estimated Percent of People of All Ages in Poverty for Charlottesville City, VA",PPAAVA51540A156NCEN,Annual,Not Seasonally Adjusted
1994-01-01,.,VA,Charlottesville,Charlottesville City,VA,"Estimated Percent of People of All Ages in Poverty for Charlottesville City, VA",PPAAVA51540A156NCEN,Annual,Not Seasonally Adjusted
1995-01-01,21.5,VA,Charlottesville,Charlottesville City,VA,"Estimated Percent of People of All Ages in Poverty for Charlottesville City, VA",PPAAVA51540A156NCEN,Annual,Not Seasonally Adjusted
1996-01-01,.,VA,Charlottesville,Charlottesville City,VA,"Estimated Percent of People of All Ages in Poverty for Charlottesville City, VA",PPAAVA51540A156NCEN,Annual,Not Seasonally Adjusted
1997-01-01,21.6,VA,Charlottesville,Charlottesville City,VA,"Estimated Percent of People of All Ages in Poverty for Charlottesville City, VA",PPAAVA51540A156NCEN,Annual,Not Seasonally Adjusted
1998-01-01,16.7,VA,Charlottesville,Charlottesville City,VA,"Estimated Percent of People of All Ages in Poverty for Charlottesville City, VA",PPAAVA51540A156NCEN,Annual,Not Seasonally Adjusted
1999-01-01,15.0,VA,Charlottesville,Charlottesville City,VA,"Estimated Percent of People of All Ages in Poverty for Charlottesville City, VA",PPAAVA51540A156NCEN,Annual,Not Seasonally Adjusted
2000-01-01,16.8,VA,Charlottesville,Charlottesville City,VA,"Estimated Percent of People of All Ages in Poverty for Charlottesville City, VA",PPAAVA51540A156NCEN,Annual,Not Seasonally Adjusted
2001-01-01,14.6,VA,Charlottesville,Charlottesville City,VA,"Estimated Percent of People of All Ages in Poverty for Charlottesville City, VA",PPAAVA51540A156NCEN,Annual,Not Seasonally Adjusted
2002-01-01,16.4,VA,Charlottesville,Charlottesville City,VA,"Estimated Percent of People of All Ages in Poverty for Charlottesville City, VA",PPAAVA51540A156NCEN,Annual,Not Seasonally Adjusted
2003-01-01,18.0,VA,Charlottesville,Charlottesville City,VA,"Estimated Percent of People of All Ages in Poverty for Charlottesville City, VA",PPAAVA51540A156NCEN,Annual,Not Seasonally Adjusted
2004-01-01,17.2,VA,Charlottesville,Charlottesville City,VA,"Estimated Percent of People of All Ages in Poverty for Charlottesville City, VA",PPAAVA51540A156NCEN,Annual,Not Seasonally Adjusted
2005-01-01,23.7,VA,Charlottesville,Charlottesville City,VA,"Estimated Percent of People of All Ages in Poverty for Charlottesville City, VA",PPAAVA51540A156NCEN,Annual,Not Seasonally Adjusted
2006-01-01,24.0,VA,Charlottesville,Charlottesville City,VA,"Estimated Percent of People of All Ages in Poverty for Charlottesville City, VA",PPAAVA51540A156NCEN,Annual,Not Seasonally Adjusted
2007-01-01,23.6,VA,Charlottesville,Charlottesville City,VA,"Estimated Percent of People of All Ages in Poverty for Charlottesville City, VA",PPAAVA51540A156NCEN,Annual,Not Seasonally Adjusted
2008-01-01,21.8,VA,Charlottesville,Charlottesville City,VA,"Estimated Percent of People of All Ages in Poverty for Charlottesville City, VA",PPAAVA51540A156NCEN,Annual,Not Seasonally Adjusted
2009-01-01,21.4,VA,Charlottesville,Charlottesville City,VA,"Estimated Percent of People of All Ages in Poverty for Charlottesville City, VA",PPAAVA51540A156NCEN,Annual,Not Seasonally Adjusted
2010-01-01,20.2,VA,Charlottesville,Charlottesville City,VA,"Estimated Percent of People of All Ages in Poverty for Charlottesville City, VA",PPAAVA51540A156NCEN,Annual,Not Seasonally Adjusted
2011-01-01,23.0,VA,Charlottesville,Charlottesville City,VA,"Estimated Percent of People of All Ages in Poverty for Charlottesville City, VA",PPAAVA51540A156NCEN,Annual,Not Seasonally Adjusted
2012-01-01,24.2,VA,Charlottesville,Charlottesville City,VA,"Estimated Percent of People of All Ages in Poverty for Charlottesville City, VA",PPAAVA51540A156NCEN,Annual,Not Seasonally Adjusted
2013-01-01,22.9,VA,Charlottesville,Charlottesville City,VA,"Estimated Percent of People of All Ages in Poverty for Charlottesville City, VA",PPAAVA51540A156NCEN,Annual,Not Seasonally Adjusted
2014-01-01,25.9,VA,Charlottesville,Charlottesville City,VA,"Estimated Percent of People of All Ages in Poverty for Charlottesville City, VA",PPAAVA51540A156NCEN,Annual,Not Seasonally Adjusted
2015-01-01,20.7,VA,Charlottesville,Charlottesville City,VA,"Estimated Percent of People of All Ages in Poverty for Charlottesville City, VA",PPAAVA51540A156NCEN,Annual,Not Seasonally Adjusted
2016-01-01,22.8,VA,Charlottesville,Charlottesville City,VA,"Estimated Percent of People of All Ages in Poverty for Charlottesville City, VA",PPAAVA51540A156NCEN,Annual,Not Seasonally Adjusted
2017-01-01,20.3,VA,Charlottesville,Charlottesville City,VA,"Estimated Percent of People of All Ages in Poverty for Charlottesville City, VA",PPAAVA51540A156NCEN,Annual,Not Seasonally Adjusted
2018-01-01,23.1,VA,Charlottesville,Charlottesville City,VA,"Estimated Percent of People of All Ages in Poverty for Charlottesville City, VA",PPAAVA51540A156NCEN,Annual,Not Seasonally Adjusted
2019-01-01,22.1,VA,Charlottesville,Charlottesville City,VA,"Estimated Percent of People of All Ages in Poverty for Charlottesville City, VA",PPAAVA51540A156NCEN,Annual,Not Seasonally Adjusted
2020-01-01,15.8,VA,Charlottesville,Charlottesville City,VA,"Estimated Percent of People of All Ages in Poverty for Charlottesville City, VA",PPAAVA51540A156NCEN,Annual,Not Seasonally Adjusted
1989-01-01,7.4,VT,Burlington,Chittenden County,VT,"Estimated Percent of People of All Ages in Poverty for Chittenden County, VT",PPAAVT50007A156NCEN,Annual,Not Seasonally Adjusted
1990-01-01,.,VT,Burlington,Chittenden County,VT,"Estimated Percent of People of All Ages in Poverty for Chittenden County, VT",PPAAVT50007A156NCEN,Annual,Not Seasonally Adjusted
1991-01-01,.,VT,Burlington,Chittenden County,VT,"Estimated Percent of People of All Ages in Poverty for Chittenden County, VT",PPAAVT50007A156NCEN,Annual,Not Seasonally Adjusted
1992-01-01,.,VT,Burlington,Chittenden County,VT,"Estimated Percent of People of All Ages in Poverty for Chittenden County, VT",PPAAVT50007A156NCEN,Annual,Not Seasonally Adjusted
1993-01-01,9.8,VT,Burlington,Chittenden County,VT,"Estimated Percent of People of All Ages in Poverty for Chittenden County, VT",PPAAVT50007A156NCEN,Annual,Not Seasonally Adjusted
1994-01-01,.,VT,Burlington,Chittenden County,VT,"Estimated Percent of People of All Ages in Poverty for Chittenden County, VT",PPAAVT50007A156NCEN,Annual,Not Seasonally Adjusted
1995-01-01,8.1,VT,Burlington,Chittenden County,VT,"Estimated Percent of People of All Ages in Poverty for Chittenden County, VT",PPAAVT50007A156NCEN,Annual,Not Seasonally Adjusted
1996-01-01,.,VT,Burlington,Chittenden County,VT,"Estimated Percent of People of All Ages in Poverty for Chittenden County, VT",PPAAVT50007A156NCEN,Annual,Not Seasonally Adjusted
1997-01-01,7.1,VT,Burlington,Chittenden County,VT,"Estimated Percent of People of All Ages in Poverty for Chittenden County, VT",PPAAVT50007A156NCEN,Annual,Not Seasonally Adjusted
1998-01-01,7.1,VT,Burlington,Chittenden County,VT,"Estimated Percent of People of All Ages in Poverty for Chittenden County, VT",PPAAVT50007A156NCEN,Annual,Not Seasonally Adjusted
1999-01-01,7.3,VT,Burlington,Chittenden County,VT,"Estimated Percent of People of All Ages in Poverty for Chittenden County, VT",PPAAVT50007A156NCEN,Annual,Not Seasonally Adjusted
2000-01-01,6.6,VT,Burlington,Chittenden County,VT,"Estimated Percent of People of All Ages in Poverty for Chittenden County, VT",PPAAVT50007A156NCEN,Annual,Not Seasonally Adjusted
2001-01-01,6.6,VT,Burlington,Chittenden County,VT,"Estimated Percent of People of All Ages in Poverty for Chittenden County, VT",PPAAVT50007A156NCEN,Annual,Not Seasonally Adjusted
2002-01-01,7.0,VT,Burlington,Chittenden County,VT,"Estimated Percent of People of All Ages in Poverty for Chittenden County, VT",PPAAVT50007A156NCEN,Annual,Not Seasonally Adjusted
2003-01-01,7.6,VT,Burlington,Chittenden County,VT,"Estimated Percent of People of All Ages in Poverty for Chittenden County, VT",PPAAVT50007A156NCEN,Annual,Not Seasonally Adjusted
2004-01-01,7.5,VT,Burlington,Chittenden County,VT,"Estimated Percent of People of All Ages in Poverty for Chittenden County, VT",PPAAVT50007A156NCEN,Annual,Not Seasonally Adjusted
2005-01-01,10.4,VT,Burlington,Chittenden County,VT,"Estimated Percent of People of All Ages in Poverty for Chittenden County, VT",PPAAVT50007A156NCEN,Annual,Not Seasonally Adjusted
2006-01-01,9.2,VT,Burlington,Chittenden County,VT,"Estimated Percent of People of All Ages in Poverty for Chittenden County, VT",PPAAVT50007A156NCEN,Annual,Not Seasonally Adjusted
2007-01-01,7.8,VT,Burlington,Chittenden County,VT,"Estimated Percent of People of All Ages in Poverty for Chittenden County, VT",PPAAVT50007A156NCEN,Annual,Not Seasonally Adjusted
2008-01-01,9.6,VT,Burlington,Chittenden County,VT,"Estimated Percent of People of All Ages in Poverty for Chittenden County, VT",PPAAVT50007A156NCEN,Annual,Not Seasonally Adjusted
2009-01-01,10.6,VT,Burlington,Chittenden County,VT,"Estimated Percent of People of All Ages in Poverty for Chittenden County, VT",PPAAVT50007A156NCEN,Annual,Not Seasonally Adjusted
2010-01-01,11.8,VT,Burlington,Chittenden County,VT,"Estimated Percent of People of All Ages in Poverty for Chittenden County, VT",PPAAVT50007A156NCEN,Annual,Not Seasonally Adjusted
2011-01-01,10.5,VT,Burlington,Chittenden County,VT,"Estimated Percent of People of All Ages in Poverty for Chittenden County, VT",PPAAVT50007A156NCEN,Annual,Not Seasonally Adjusted
2012-01-01,10.8,VT,Burlington,Chittenden County,VT,"Estimated Percent of People of All Ages in Poverty for Chittenden County, VT",PPAAVT50007A156NCEN,Annual,Not Seasonally Adjusted
2013-01-01,10.1,VT,Burlington,Chittenden County,VT,"Estimated Percent of People of All Ages in Poverty for Chittenden County, VT",PPAAVT50007A156NCEN,Annual,Not Seasonally Adjusted
2014-01-01,11.0,VT,Burlington,Chittenden County,VT,"Estimated Percent of People of All Ages in Poverty for Chittenden County, VT",PPAAVT50007A156NCEN,Annual,Not Seasonally Adjusted
2015-01-01,10.4,VT,Burlington,Chittenden County,VT,"Estimated Percent of People of All Ages in Poverty for Chittenden County, VT",PPAAVT50007A156NCEN,Annual,Not Seasonally Adjusted
2016-01-01,9.6,VT,Burlington,Chittenden County,VT,"Estimated Percent of People of All Ages in Poverty for Chittenden County, VT",PPAAVT50007A156NCEN,Annual,Not Seasonally Adjusted
2017-01-01,10.8,VT,Burlington,Chittenden County,VT,"Estimated Percent of People of All Ages in Poverty for Chittenden County, VT",PPAAVT50007A156NCEN,Annual,Not Seasonally Adjusted
2018-01-01,10.4,VT,Burlington,Chittenden County,VT,"Estimated Percent of People of All Ages in Poverty for Chittenden County, VT",PPAAVT50007A156NCEN,Annual,Not Seasonally Adjusted
2019-01-01,10.5,VT,Burlington,Chittenden County,VT,"Estimated Percent of People of All Ages in Poverty for Chittenden County, VT",PPAAVT50007A156NCEN,Annual,Not Seasonally Adjusted
2020-01-01,8.5,VT,Burlington,Chittenden County,VT,"Estimated Percent of People of All Ages in Poverty for Chittenden County, VT",PPAAVT50007A156NCEN,Annual,Not Seasonally Adjusted
1989-01-01,8.2,OH,Cincinnati,Clermont County,OH,"Estimated Percent of People of All Ages in Poverty for Clermont County, OH",PPAAOH39025A156NCEN,Annual,Not Seasonally Adjusted
1990-01-01,.,OH,Cincinnati,Clermont County,OH,"Estimated Percent of People of All Ages in Poverty for Clermont County, OH",PPAAOH39025A156NCEN,Annual,Not Seasonally Adjusted
1991-01-01,.,OH,Cincinnati,Clermont County,OH,"Estimated Percent of People of All Ages in Poverty for Clermont County, OH",PPAAOH39025A156NCEN,Annual,Not Seasonally Adjusted
1992-01-01,.,OH,Cincinnati,Clermont County,OH,"Estimated Percent of People of All Ages in Poverty for Clermont County, OH",PPAAOH39025A156NCEN,Annual,Not Seasonally Adjusted
1993-01-01,9.4,OH,Cincinnati,Clermont County,OH,"Estimated Percent of People of All Ages in Poverty for Clermont County, OH",PPAAOH39025A156NCEN,Annual,Not Seasonally Adjusted
1994-01-01,.,OH,Cincinnati,Clermont County,OH,"Estimated Percent of People of All Ages in Poverty for Clermont County, OH",PPAAOH39025A156NCEN,Annual,Not Seasonally Adjusted
1995-01-01,7.1,OH,Cincinnati,Clermont County,OH,"Estimated Percent of People of All Ages in Poverty for Clermont County, OH",PPAAOH39025A156NCEN,Annual,Not Seasonally Adjusted
1996-01-01,.,OH,Cincinnati,Clermont County,OH,"Estimated Percent of People of All Ages in Poverty for Clermont County, OH",PPAAOH39025A156NCEN,Annual,Not Seasonally Adjusted
1997-01-01,6.7,OH,Cincinnati,Clermont County,OH,"Estimated Percent of People of All Ages in Poverty for Clermont County, OH",PPAAOH39025A156NCEN,Annual,Not Seasonally Adjusted
1998-01-01,6.8,OH,Cincinnati,Clermont County,OH,"Estimated Percent of People of All Ages in Poverty for Clermont County, OH",PPAAOH39025A156NCEN,Annual,Not Seasonally Adjusted
1999-01-01,7.5,OH,Cincinnati,Clermont County,OH,"Estimated Percent of People of All Ages in Poverty for Clermont County, OH",PPAAOH39025A156NCEN,Annual,Not Seasonally Adjusted
2000-01-01,6.5,OH,Cincinnati,Clermont County,OH,"Estimated Percent of People of All Ages in Poverty for Clermont County, OH",PPAAOH39025A156NCEN,Annual,Not Seasonally Adjusted
2001-01-01,6.9,OH,Cincinnati,Clermont County,OH,"Estimated Percent of People of All Ages in Poverty for Clermont County, OH",PPAAOH39025A156NCEN,Annual,Not Seasonally Adjusted
2002-01-01,6.8,OH,Cincinnati,Clermont County,OH,"Estimated Percent of People of All Ages in Poverty for Clermont County, OH",PPAAOH39025A156NCEN,Annual,Not Seasonally Adjusted
2003-01-01,6.9,OH,Cincinnati,Clermont County,OH,"Estimated Percent of People of All Ages in Poverty for Clermont County, OH",PPAAOH39025A156NCEN,Annual,Not Seasonally Adjusted
2004-01-01,7.8,OH,Cincinnati,Clermont County,OH,"Estimated Percent of People of All Ages in Poverty for Clermont County, OH",PPAAOH39025A156NCEN,Annual,Not Seasonally Adjusted
2005-01-01,8.4,OH,Cincinnati,Clermont County,OH,"Estimated Percent of People of All Ages in Poverty for Clermont County, OH",PPAAOH39025A156NCEN,Annual,Not Seasonally Adjusted
2006-01-01,9.1,OH,Cincinnati,Clermont County,OH,"Estimated Percent of People of All Ages in Poverty for Clermont County, OH",PPAAOH39025A156NCEN,Annual,Not Seasonally Adjusted
2007-01-01,9.0,OH,Cincinnati,Clermont County,OH,"Estimated Percent of People of All Ages in Poverty for Clermont County, OH",PPAAOH39025A156NCEN,Annual,Not Seasonally Adjusted
2008-01-01,8.8,OH,Cincinnati,Clermont County,OH,"Estimated Percent of People of All Ages in Poverty for Clermont County, OH",PPAAOH39025A156NCEN,Annual,Not Seasonally Adjusted
2009-01-01,10.4,OH,Cincinnati,Clermont County,OH,"Estimated Percent of People of All Ages in Poverty for Clermont County, OH",PPAAOH39025A156NCEN,Annual,Not Seasonally Adjusted
2010-01-01,9.6,OH,Cincinnati,Clermont County,OH,"Estimated Percent of People of All Ages in Poverty for Clermont County, OH",PPAAOH39025A156NCEN,Annual,Not Seasonally Adjusted
2011-01-01,10.9,OH,Cincinnati,Clermont County,OH,"Estimated Percent of People of All Ages in Poverty for Clermont County, OH",PPAAOH39025A156NCEN,Annual,Not Seasonally Adjusted
2012-01-01,11.5,OH,Cincinnati,Clermont County,OH,"Estimated Percent of People of All Ages in Poverty for Clermont County, OH",PPAAOH39025A156NCEN,Annual,Not Seasonally Adjusted
2013-01-01,9.7,OH,Cincinnati,Clermont County,OH,"Estimated Percent of People of All Ages in Poverty for Clermont County, OH",PPAAOH39025A156NCEN,Annual,Not Seasonally Adjusted
2014-01-01,11.2,OH,Cincinnati,Clermont County,OH,"Estimated Percent of People of All Ages in Poverty for Clermont County, OH",PPAAOH39025A156NCEN,Annual,Not Seasonally Adjusted
2015-01-01,9.5,OH,Cincinnati,Clermont County,OH,"Estimated Percent of People of All Ages in Poverty for Clermont County, OH",PPAAOH39025A156NCEN,Annual,Not Seasonally Adjusted
2016-01-01,10.6,OH,Cincinnati,Clermont County,OH,"Estimated Percent of People of All Ages in Poverty for Clermont County, OH",PPAAOH39025A156NCEN,Annual,Not Seasonally Adjusted
2017-01-01,8.7,OH,Cincinnati,Clermont County,OH,"Estimated Percent of People of All Ages in Poverty for Clermont County, OH",PPAAOH39025A156NCEN,Annual,Not Seasonally Adjusted
2018-01-01,8.2,OH,Cincinnati,Clermont County,OH,"Estimated Percent of People of All Ages in Poverty for Clermont County, OH",PPAAOH39025A156NCEN,Annual,Not Seasonally Adjusted
2019-01-01,8.2,OH,Cincinnati,Clermont County,OH,"Estimated Percent of People of All Ages in Poverty for Clermont County, OH",PPAAOH39025A156NCEN,Annual,Not Seasonally Adjusted
2020-01-01,9.2,OH,Cincinnati,Clermont County,OH,"Estimated Percent of People of All Ages in Poverty for Clermont County, OH",PPAAOH39025A156NCEN,Annual,Not Seasonally Adjusted
1989-01-01,5.6,TX,Dallas,Collin County,TX,"Estimated Percent of People of All Ages in Poverty for Collin County, TX",PPAATX48085A156NCEN,Annual,Not Seasonally Adjusted
1990-01-01,.,TX,Dallas,Collin County,TX,"Estimated Percent of People of All Ages in Poverty for Collin County, TX",PPAATX48085A156NCEN,Annual,Not Seasonally Adjusted
1991-01-01,.,TX,Dallas,Collin County,TX,"Estimated Percent of People of All Ages in Poverty for Collin County, TX",PPAATX48085A156NCEN,Annual,Not Seasonally Adjusted
1992-01-01,.,TX,Dallas,Collin County,TX,"Estimated Percent of People of All Ages in Poverty for Collin County, TX",PPAATX48085A156NCEN,Annual,Not Seasonally Adjusted
1993-01-01,6.3,TX,Dallas,Collin County,TX,"Estimated Percent of People of All Ages in Poverty for Collin County, TX",PPAATX48085A156NCEN,Annual,Not Seasonally Adjusted
1994-01-01,.,TX,Dallas,Collin County,TX,"Estimated Percent of People of All Ages in Poverty for Collin County, TX",PPAATX48085A156NCEN,Annual,Not Seasonally Adjusted
1995-01-01,5.3,TX,Dallas,Collin County,TX,"Estimated Percent of People of All Ages in Poverty for Collin County, TX",PPAATX48085A156NCEN,Annual,Not Seasonally Adjusted
1996-01-01,.,TX,Dallas,Collin County,TX,"Estimated Percent of People of All Ages in Poverty for Collin County, TX",PPAATX48085A156NCEN,Annual,Not Seasonally Adjusted
1997-01-01,4.7,TX,Dallas,Collin County,TX,"Estimated Percent of People of All Ages in Poverty for Collin County, TX",PPAATX48085A156NCEN,Annual,Not Seasonally Adjusted
1998-01-01,4.0,TX,Dallas,Collin County,TX,"Estimated Percent of People of All Ages in Poverty for Collin County, TX",PPAATX48085A156NCEN,Annual,Not Seasonally Adjusted
1999-01-01,4.4,TX,Dallas,Collin County,TX,"Estimated Percent of People of All Ages in Poverty for Collin County, TX",PPAATX48085A156NCEN,Annual,Not Seasonally Adjusted
2000-01-01,4.3,TX,Dallas,Collin County,TX,"Estimated Percent of People of All Ages in Poverty for Collin County, TX",PPAATX48085A156NCEN,Annual,Not Seasonally Adjusted
2001-01-01,4.7,TX,Dallas,Collin County,TX,"Estimated Percent of People of All Ages in Poverty for Collin County, TX",PPAATX48085A156NCEN,Annual,Not Seasonally Adjusted
2002-01-01,4.8,TX,Dallas,Collin County,TX,"Estimated Percent of People of All Ages in Poverty for Collin County, TX",PPAATX48085A156NCEN,Annual,Not Seasonally Adjusted
2003-01-01,5.4,TX,Dallas,Collin County,TX,"Estimated Percent of People of All Ages in Poverty for Collin County, TX",PPAATX48085A156NCEN,Annual,Not Seasonally Adjusted
2004-01-01,5.5,TX,Dallas,Collin County,TX,"Estimated Percent of People of All Ages in Poverty for Collin County, TX",PPAATX48085A156NCEN,Annual,Not Seasonally Adjusted
2005-01-01,5.9,TX,Dallas,Collin County,TX,"Estimated Percent of People of All Ages in Poverty for Collin County, TX",PPAATX48085A156NCEN,Annual,Not Seasonally Adjusted
2006-01-01,6.0,TX,Dallas,Collin County,TX,"Estimated Percent of People of All Ages in Poverty for Collin County, TX",PPAATX48085A156NCEN,Annual,Not Seasonally Adjusted
2007-01-01,6.2,TX,Dallas,Collin County,TX,"Estimated Percent of People of All Ages in Poverty for Collin County, TX",PPAATX48085A156NCEN,Annual,Not Seasonally Adjusted
2008-01-01,6.4,TX,Dallas,Collin County,TX,"Estimated Percent of People of All Ages in Poverty for Collin County, TX",PPAATX48085A156NCEN,Annual,Not Seasonally Adjusted
2009-01-01,7.1,TX,Dallas,Collin County,TX,"Estimated Percent of People of All Ages in Poverty for Collin County, TX",PPAATX48085A156NCEN,Annual,Not Seasonally Adjusted
2010-01-01,7.7,TX,Dallas,Collin County,TX,"Estimated Percent of People of All Ages in Poverty for Collin County, TX",PPAATX48085A156NCEN,Annual,Not Seasonally Adjusted
2011-01-01,8.2,TX,Dallas,Collin County,TX,"Estimated Percent of People of All Ages in Poverty for Collin County, TX",PPAATX48085A156NCEN,Annual,Not Seasonally Adjusted
2012-01-01,7.8,TX,Dallas,Collin County,TX,"Estimated Percent of People of All Ages in Poverty for Collin County, TX",PPAATX48085A156NCEN,Annual,Not Seasonally Adjusted
2013-01-01,7.9,TX,Dallas,Collin County,TX,"Estimated Percent of People of All Ages in Poverty for Collin County, TX",PPAATX48085A156NCEN,Annual,Not Seasonally Adjusted
2014-01-01,7.0,TX,Dallas,Collin County,TX,"Estimated Percent of People of All Ages in Poverty for Collin County, TX",PPAATX48085A156NCEN,Annual,Not Seasonally Adjusted
2015-01-01,6.6,TX,Dallas,Collin County,TX,"Estimated Percent of People of All Ages in Poverty for Collin County, TX",PPAATX48085A156NCEN,Annual,Not Seasonally Adjusted
2016-01-01,6.3,TX,Dallas,Collin County,TX,"Estimated Percent of People of All Ages in Poverty for Collin County, TX",PPAATX48085A156NCEN,Annual,Not Seasonally Adjusted
2017-01-01,5.9,TX,Dallas,Collin County,TX,"Estimated Percent of People of All Ages in Poverty for Collin County, TX",PPAATX48085A156NCEN,Annual,Not Seasonally Adjusted
2018-01-01,6.4,TX,Dallas,Collin County,TX,"Estimated Percent of People of All Ages in Poverty for Collin County, TX",PPAATX48085A156NCEN,Annual,Not Seasonally Adjusted
2019-01-01,6.1,TX,Dallas,Collin County,TX,"Estimated Percent of People of All Ages in Poverty for Collin County, TX",PPAATX48085A156NCEN,Annual,Not Seasonally Adjusted
2020-01-01,6.2,TX,Dallas,Collin County,TX,"Estimated Percent of People of All Ages in Poverty for Collin County, TX",PPAATX48085A156NCEN,Annual,Not Seasonally Adjusted
1989-01-01,9.4,PA,Bloomsburg,Columbia County,PA,"Estimated Percent of People of All Ages in Poverty for Columbia County, PA",PPAAPA42037A156NCEN,Annual,Not Seasonally Adjusted
1990-01-01,.,PA,Bloomsburg,Columbia County,PA,"Estimated Percent of People of All Ages in Poverty for Columbia County, PA",PPAAPA42037A156NCEN,Annual,Not Seasonally Adjusted
1991-01-01,.,PA,Bloomsburg,Columbia County,PA,"Estimated Percent of People of All Ages in Poverty for Columbia County, PA",PPAAPA42037A156NCEN,Annual,Not Seasonally Adjusted
1992-01-01,.,PA,Bloomsburg,Columbia County,PA,"Estimated Percent of People of All Ages in Poverty for Columbia County, PA",PPAAPA42037A156NCEN,Annual,Not Seasonally Adjusted
1993-01-01,11.2,PA,Bloomsburg,Columbia County,PA,"Estimated Percent of People of All Ages in Poverty for Columbia County, PA",PPAAPA42037A156NCEN,Annual,Not Seasonally Adjusted
1994-01-01,.,PA,Bloomsburg,Columbia County,PA,"Estimated Percent of People of All Ages in Poverty for Columbia County, PA",PPAAPA42037A156NCEN,Annual,Not Seasonally Adjusted
1995-01-01,10.0,PA,Bloomsburg,Columbia County,PA,"Estimated Percent of People of All Ages in Poverty for Columbia County, PA",PPAAPA42037A156NCEN,Annual,Not Seasonally Adjusted
1996-01-01,.,PA,Bloomsburg,Columbia County,PA,"Estimated Percent of People of All Ages in Poverty for Columbia County, PA",PPAAPA42037A156NCEN,Annual,Not Seasonally Adjusted
1997-01-01,10.5,PA,Bloomsburg,Columbia County,PA,"Estimated Percent of People of All Ages in Poverty for Columbia County, PA",PPAAPA42037A156NCEN,Annual,Not Seasonally Adjusted
1998-01-01,10.6,PA,Bloomsburg,Columbia County,PA,"Estimated Percent of People of All Ages in Poverty for Columbia County, PA",PPAAPA42037A156NCEN,Annual,Not Seasonally Adjusted
1999-01-01,10.7,PA,Bloomsburg,Columbia County,PA,"Estimated Percent of People of All Ages in Poverty for Columbia County, PA",PPAAPA42037A156NCEN,Annual,Not Seasonally Adjusted
2000-01-01,10.6,PA,Bloomsburg,Columbia County,PA,"Estimated Percent of People of All Ages in Poverty for Columbia County, PA",PPAAPA42037A156NCEN,Annual,Not Seasonally Adjusted
2001-01-01,11.1,PA,Bloomsburg,Columbia County,PA,"Estimated Percent of People of All Ages in Poverty for Columbia County, PA",PPAAPA42037A156NCEN,Annual,Not Seasonally Adjusted
